regional_v17,classificacao_agrupada_v17,vacina,campo_vacinal,status,motivo,n_registros_no_estrato,registros_com_campo_vacinal
CUIABA,Meningite viral/asséptica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,291,118
CUIABA,Outras etiologias,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Outras etiologias.",1117,426
CUIABA,Outras etiologias,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Outras etiologias.",1117,429
CUIABA,Outras etiologias,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Outras etiologias.",1117,466
CUIABA,Outras etiologias,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Outras etiologias.",1117,458
CUIABA,Outras etiologias,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Outras etiologias.",1117,386
CUIABA,Outras etiologias,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Outras etiologias.",1117,417
CUIABA,Outras etiologias,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Outras etiologias.",1117,390
CUIABA,Outras etiologias,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Outras etiologias.",1117,319
DIAMANTINO,Doença meningocócica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Doença meningocócica.",4,0
DIAMANTINO,Doença meningocócica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Doença meningocócica.",4,0
DIAMANTINO,Doença meningocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Doença meningocócica.",4,0
DIAMANTINO,Doença meningocócica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Doença meningocócica.",4,0
DIAMANTINO,Doença meningocócica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Doença meningocócica.",4,0
DIAMANTINO,Meningite bacteriana/outras bactérias,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",10,4
DIAMANTINO,Meningite bacteriana/outras bactérias,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",10,4
DIAMANTINO,Meningite bacteriana/outras bactérias,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",10,4
DIAMANTINO,Meningite bacteriana/outras bactérias,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite bacteriana/outras bactérias.",10,5
DIAMANTINO,Meningite bacteriana/outras bactérias,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite bacteriana/outras bactérias.",10,2
DIAMANTINO,Meningite bacteriana/outras bactérias,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite bacteriana/outras bactérias.",10,3
DIAMANTINO,Meningite bacteriana/outras bactérias,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite bacteriana/outras bactérias.",10,2
DIAMANTINO,Meningite bacteriana/outras bactérias,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite bacteriana/outras bactérias.",10,2
DIAMANTINO,Meningite fúngica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite fúngica.",3,0
DIAMANTINO,Meningite fúngica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite fúngica.",3,0
DIAMANTINO,Meningite fúngica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite fúngica.",3,0
DIAMANTINO,Meningite fúngica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite fúngica.",3,0
DIAMANTINO,Meningite fúngica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite fúngica.",3,0
DIAMANTINO,Meningite fúngica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite fúngica.",3,0
DIAMANTINO,Meningite fúngica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite fúngica.",3,0
DIAMANTINO,Meningite fúngica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite fúngica.",3,0
DIAMANTINO,Meningite não especificada,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite não especificada.",23,12
DIAMANTINO,Meningite não especificada,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite não especificada.",23,12
DIAMANTINO,Meningite não especificada,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite não especificada.",23,13
DIAMANTINO,Meningite não especificada,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite não especificada.",23,14
DIAMANTINO,Meningite não especificada,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite não especificada.",23,11
DIAMANTINO,Meningite não especificada,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite não especificada.",23,12
DIAMANTINO,Meningite não especificada,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite não especificada.",23,11
DIAMANTINO,Meningite não especificada,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite não especificada.",23,8
DIAMANTINO,Meningite pneumocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite pneumocócica.",1,0
DIAMANTINO,Meningite pneumocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite pneumocócica.",1,0
DIAMANTINO,Meningite pneumocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite pneumocócica.",1,0
DIAMANTINO,Meningite pneumocócica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite pneumocócica.",1,0
DIAMANTINO,Meningite pneumocócica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite pneumocócica.",1,0
DIAMANTINO,Meningite pneumocócica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite pneumocócica.",1,0
DIAMANTINO,Meningite pneumocócica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite pneumocócica.",1,0
DIAMANTINO,Meningite por Hib/Hemófilo,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite por Hib/Hemófilo.",1,0
DIAMANTINO,Meningite por Hib/Hemófilo,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite por Hib/Hemófilo.",1,0
DIAMANTINO,Meningite por Hib/Hemófilo,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite por Hib/Hemófilo.",1,0
DIAMANTINO,Meningite por Hib/Hemófilo,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite por Hib/Hemófilo.",1,0
DIAMANTINO,Meningite por Hib/Hemófilo,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite por Hib/Hemófilo.",1,0
DIAMANTINO,Meningite por Hib/Hemófilo,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite por Hib/Hemófilo.",1,0
DIAMANTINO,Meningite por Hib/Hemófilo,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite por Hib/Hemófilo.",1,0
DIAMANTINO,Meningite tuberculosa,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite tuberculosa.",2,0
DIAMANTINO,Meningite tuberculosa,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite tuberculosa.",2,0
DIAMANTINO,Meningite tuberculosa,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite tuberculosa.",2,0
DIAMANTINO,Meningite tuberculosa,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite tuberculosa.",2,0
DIAMANTINO,Meningite tuberculosa,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite tuberculosa.",2,0
DIAMANTINO,Meningite tuberculosa,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite tuberculosa.",2,0
DIAMANTINO,Meningite tuberculosa,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite tuberculosa.",2,0
DIAMANTINO,Meningite viral/asséptica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,9,6
DIAMANTINO,Meningite viral/asséptica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,9,6
DIAMANTINO,Meningite viral/asséptica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,9,6
DIAMANTINO,Meningite viral/asséptica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,9,6
DIAMANTINO,Meningite viral/asséptica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,9,6
DIAMANTINO,Meningite viral/asséptica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,9,6
DIAMANTINO,Meningite viral/asséptica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,9,5
DIAMANTINO,Meningite viral/asséptica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,9,5
DIAMANTINO,Outras etiologias,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Outras etiologias.",52,16
DIAMANTINO,Outras etiologias,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Outras etiologias.",52,17
DIAMANTINO,Outras etiologias,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Outras etiologias.",52,20
DIAMANTINO,Outras etiologias,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Outras etiologias.",52,20
DIAMANTINO,Outras etiologias,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Outras etiologias.",52,19
