ano_evento_v17,codigo_municipio_v17,municipio_v17,regional_v17,classificacao_agrupada_v17,casos,confirmados,hospitalizacoes,obitos_meningite,populacao,incidencia_100mil,mortalidade_100mil,letalidade_confirmados
2021,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,2,2,2,1,290383.0,0.6887455532865217,0.3443727766432608,50.0
2021,510840,VARZEA GRANDE,CUIABA,Outras etiologias,4,0,2,0,290383.0,1.3774911065730433,0.0,
2022,510010,ACORIZAL,CUIABA,Meningite bacteriana/outras bactérias,1,1,1,0,5014.0,19.94415636218588,0.0,0.0
2022,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite bacteriana/outras bactérias,1,1,1,0,58613.0,1.7061061539248972,0.0,0.0
2022,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite não especificada,2,2,2,0,58613.0,3.4122123078497943,0.0,0.0
2022,510050,ALTO PARAGUAI,DIAMANTINO,Meningite bacteriana/outras bactérias,1,1,1,1,8009.0,12.48595330253465,12.48595330253465,100.0
2022,510050,ALTO PARAGUAI,DIAMANTINO,Meningite não especificada,1,1,1,1,8009.0,12.48595330253465,12.48595330253465,100.0
2022,510050,ALTO PARAGUAI,DIAMANTINO,Outras etiologias,1,0,0,0,8009.0,12.48595330253465,0.0,
2022,510130,ARENAPOLIS,TANGARA DA SERRA,Outras etiologias,2,0,2,0,10576.0,18.910741301059,0.0,
2022,510140,ARIPUANA,JUINA,Meningite não especificada,2,2,2,1,24626.0,8.121497604158208,4.060748802079104,50.0
2022,510170,BARRA DO BUGRES,TANGARA DA SERRA,Outras etiologias,1,0,1,0,29403.0,3.401013502023603,0.0,
2022,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite não especificada,1,1,1,0,69210.0,1.4448779078167895,0.0,0.0
2022,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,5,0,5,0,69210.0,7.224389539083947,0.0,
2022,510250,CACERES,CACERES,Meningite não especificada,6,6,6,0,89681.0,6.690380348122791,0.0,0.0
2022,510250,CACERES,CACERES,Outras etiologias,5,0,4,0,89681.0,5.575316956768993,0.0,
2022,510260,CAMPINAPOLIS,BARRA DO GARCAS,Meningite não especificada,1,1,1,1,15347.0,6.515931452401121,6.515931452401121,100.0
2022,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Outras etiologias,1,0,1,0,45899.0,2.1786967036318874,0.0,
2022,510270,CANARANA,AGUA BOA,Outras etiologias,1,0,1,0,25858.0,3.8672751179518907,0.0,
2022,510285,CASTANHEIRA,JUINA,Meningite fúngica,2,2,2,0,7506.0,26.64535038635758,0.0,0.0
2022,510285,CASTANHEIRA,JUINA,Outras etiologias,1,0,1,0,7506.0,13.32267519317879,0.0,
2022,510300,CHAPADA DOS GUIMARAES,CUIABA,Outras etiologias,1,0,1,0,18990.0,5.265929436545551,0.0,
2022,510320,COLIDER,COLIDER,Outras etiologias,2,0,2,0,31370.0,6.37551801083838,0.0,
2022,510325,COLNIZA,JUINA,Meningite não especificada,1,1,1,0,25766.0,3.8810835985407124,0.0,0.0
2022,510325,COLNIZA,JUINA,Meningite pneumocócica,1,1,1,0,25766.0,3.8810835985407124,0.0,0.0
2022,510325,COLNIZA,JUINA,Outras etiologias,2,0,2,0,25766.0,7.762167197081425,0.0,
2022,510330,COMODORO,PONTES E LACERDA,Meningite não especificada,1,1,1,0,18238.0,5.48305735277991,0.0,0.0
2022,510335,CONFRESA,PORTO ALEGRE DO NORTE,Outras etiologias,2,0,2,0,35075.0,5.702066999287242,0.0,
2022,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,6,6,4,3,650877.0,0.9218331574168391,0.46091657870841957,50.0
2022,510340,CUIABA,CUIABA,Meningite fúngica,5,5,5,1,650877.0,0.768194297847366,0.15363885956947318,20.0
2022,510340,CUIABA,CUIABA,Meningite não especificada,10,10,10,0,650877.0,1.536388595694732,0.0,0.0
2022,510340,CUIABA,CUIABA,Meningite pneumocócica,1,1,1,0,650877.0,0.15363885956947318,0.0,0.0
2022,510340,CUIABA,CUIABA,Meningite por Hib/Hemófilo,1,1,1,0,650877.0,0.15363885956947318,0.0,0.0
2022,510340,CUIABA,CUIABA,Meningite tuberculosa,2,2,2,0,650877.0,0.30727771913894636,0.0,0.0
2022,510340,CUIABA,CUIABA,Meningite viral/asséptica,9,9,9,2,650877.0,1.3827497361252588,0.30727771913894636,22.22222222222222
2022,510340,CUIABA,CUIABA,Outras etiologias,23,2,20,0,650877.0,3.533693770097883,0.0,0.0
2022,510345,DENISE,TANGARA DA SERRA,Outras etiologias,1,0,0,0,7014.0,14.257199885942402,0.0,
2022,510370,FELIZ NATAL,SINOP,Outras etiologias,2,0,1,0,10521.0,19.0095998479232,0.0,
2022,510510,JUARA,JUARA,Meningite não especificada,1,1,1,0,34906.0,2.864836990775225,0.0,0.0
2022,510510,JUARA,JUARA,Outras etiologias,1,0,1,0,34906.0,2.864836990775225,0.0,
2022,510520,JUSCIMEIRA,RONDONOPOLIS,Outras etiologias,1,0,1,0,11480.0,8.710801393728223,0.0,
2022,510525,LUCAS DO RIO VERDE,SINOP,Outras etiologias,12,0,11,0,83798.0,14.320150838922169,0.0,
2022,510562,MIRASSOL D OESTE,CACERES,Meningite não especificada,1,1,1,0,26785.0,3.7334328915437744,0.0,0.0
2022,510590,NOBRES,DIAMANTINO,Meningite viral/asséptica,1,1,1,0,15492.0,6.454944487477407,0.0,0.0
2022,510590,NOBRES,DIAMANTINO,Outras etiologias,2,0,2,0,15492.0,12.909888974954814,0.0,
2022,510615,NOVA BANDEIRANTES,ALTA FLORESTA,Meningite bacteriana/outras bactérias,1,1,1,1,13635.0,7.3340667400073345,7.3340667400073345,100.0
2022,510622,NOVA MUTUM,SINOP,Meningite bacteriana/outras bactérias,2,2,2,0,55839.0,3.581726033775676,0.0,0.0
2022,510631,NOVO SANTO ANTONIO,SAO FELIX DO ARAGUAIA,Outras etiologias,1,0,0,0,2015.0,49.62779156327544,0.0,
2022,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,Meningite não especificada,2,2,2,0,32714.0,6.1135905117075255,0.0,0.0
2022,510650,POCONE,CUIABA,Outras etiologias,1,0,1,0,31217.0,3.2033827722074513,0.0,
2022,510682,PORTO ESPERIDIAO,CACERES,Outras etiologias,1,0,1,0,10204.0,9.800078400627205,0.0,
2022,510700,POXOREO,RONDONOPOLIS,Doença meningocócica,1,1,1,0,23283.0,4.294979169351029,0.0,0.0
2022,510700,POXOREO,RONDONOPOLIS,Meningite não especificada,1,1,1,0,23283.0,4.294979169351029,0.0,0.0
2022,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite não especificada,1,1,1,0,85146.0,1.1744532919925774,0.0,0.0
2022,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,85146.0,1.1744532919925774,0.0,0.0
2022,510706,QUERENCIA,AGUA BOA,Outras etiologias,1,0,0,0,26769.0,3.73566438791139,0.0,
2022,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Outras etiologias,1,0,1,0,17849.0,5.602554764972827,0.0,
2022,510720,RIO BRANCO,CACERES,Meningite viral/asséptica,1,1,1,0,4535.0,22.050716648291072,0.0,0.0
2022,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,4191.0,23.860653781913623,0.0,0.0
2022,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite fúngica,1,1,1,0,244911.0,0.40831159074112633,0.0,0.0
2022,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite não especificada,2,2,2,0,244911.0,0.8166231814822527,0.0,0.0
2022,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite viral/asséptica,3,3,3,0,244911.0,1.2249347722233792,0.0,0.0
2022,510760,RONDONOPOLIS,RONDONOPOLIS,Outras etiologias,6,1,4,0,244911.0,2.4498695444467584,0.0,0.0
2022,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Doença meningocócica,1,1,1,1,15246.0,6.559097468188377,6.559097468188377,100.0
2022,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Outras etiologias,2,0,1,0,15246.0,13.118194936376755,0.0,
2022,510790,SINOP,SINOP,Doença meningocócica,2,2,2,1,196312.0,1.0187864216145728,0.5093932108072864,50.0
2022,510790,SINOP,SINOP,Meningite bacteriana/outras bactérias,1,1,1,0,196312.0,0.5093932108072864,0.0,0.0
2022,510790,SINOP,SINOP,Meningite não especificada,3,3,3,0,196312.0,1.528179632421859,0.0,0.0
2022,510790,SINOP,SINOP,Outras etiologias,9,1,8,0,196312.0,4.584538897265578,0.0,0.0
2022,510792,SORRISO,SINOP,Meningite bacteriana/outras bactérias,1,1,1,0,110635.0,0.9038730962172912,0.0,0.0
2022,510792,SORRISO,SINOP,Meningite fúngica,1,1,1,0,110635.0,0.9038730962172912,0.0,0.0
2022,510795,TANGARA DA SERRA,TANGARA DA SERRA,Outras etiologias,1,0,1,0,106434.0,0.9395493921115432,0.0,
2022,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,Outras etiologias,1,0,0,0,10616.0,9.419743782969103,0.0,
2022,510835,VALE DE SAO DOMINGOS,PONTES E LACERDA,Outras etiologias,1,0,1,0,2904.0,34.43526170798898,0.0,
2022,510840,VARZEA GRANDE,CUIABA,Meningite bacteriana/outras bactérias,1,1,1,0,300078.0,0.33324668919414285,0.0,0.0
2022,510840,VARZEA GRANDE,CUIABA,Meningite fúngica,1,1,1,0,300078.0,0.33324668919414285,0.0,0.0
2022,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,1,1,1,0,300078.0,0.33324668919414285,0.0,0.0
2022,510840,VARZEA GRANDE,CUIABA,Meningite pneumocócica,1,1,1,0,300078.0,0.33324668919414285,0.0,0.0
2022,510840,VARZEA GRANDE,CUIABA,Meningite viral/asséptica,2,2,2,0,300078.0,0.6664933783882857,0.0,0.0
2022,510840,VARZEA GRANDE,CUIABA,Outras etiologias,8,0,8,0,300078.0,2.665973513553143,0.0,
2022,510860,VILA RICA,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,1,0,19888.0,5.028157683024939,0.0,
2022,510895,NOVA MONTE VERDE,ALTA FLORESTA,Outras etiologias,1,1,1,0,8313.0,12.029351617947793,0.0,0.0
2023,510020,AGUA BOA,AGUA BOA,Outras etiologias,7,0,7,0,30461.0,22.98020419552871,0.0,
2023,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite não especificada,1,1,1,0,60595.0,1.6503011799653435,0.0,0.0
2023,510030,ALTO ARAGUAIA,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,17567.0,5.692491603574885,0.0,0.0
2023,510030,ALTO ARAGUAIA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,17567.0,5.692491603574885,0.0,0.0
2023,510035,ALTO BOA VISTA,SAO FELIX DO ARAGUAIA,Outras etiologias,1,0,1,0,5827.0,17.16148961729878,0.0,
2023,510050,ALTO PARAGUAI,DIAMANTINO,Meningite não especificada,1,1,1,0,7854.0,12.732365673542143,0.0,0.0
2023,510050,ALTO PARAGUAI,DIAMANTINO,Outras etiologias,1,0,0,0,7854.0,12.732365673542143,0.0,
2023,510140,ARIPUANA,JUINA,Doença meningocócica,1,1,1,0,25493.0,3.922645432079394,0.0,0.0
2023,510140,ARIPUANA,JUINA,Outras etiologias,2,0,2,0,25493.0,7.845290864158788,0.0,
2023,510170,BARRA DO BUGRES,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,29765.0,3.359650596337981,0.0,0.0
2023,510170,BARRA DO BUGRES,TANGARA DA SERRA,Meningite pneumocócica,1,1,1,0,29765.0,3.359650596337981,0.0,0.0
2023,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite fúngica,1,1,1,0,71550.0,1.397624039133473,0.0,0.0
2023,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite não especificada,2,2,2,1,71550.0,2.795248078266946,1.397624039133473,50.0
2023,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,7,0,3,0,71550.0,9.783368273934311,0.0,
2023,510185,BOM JESUS DO ARAGUAIA,AGUA BOA,Outras etiologias,1,0,1,0,7543.0,13.257324671881214,0.0,
2023,510250,CACERES,CACERES,Meningite fúngica,2,2,2,0,91623.0,2.182858016000349,0.0,0.0
2023,510250,CACERES,CACERES,Meningite não especificada,8,8,8,0,91623.0,8.731432064001396,0.0,0.0
2023,510250,CACERES,CACERES,Outras etiologias,2,0,2,0,91623.0,2.182858016000349,0.0,
2023,510260,CAMPINAPOLIS,BARRA DO GARCAS,Outras etiologias,3,0,3,0,15613.0,19.214756933324793,0.0,
2023,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Outras etiologias,1,0,1,0,48027.0,2.0821621171424405,0.0,
2023,510267,CAMPO VERDE,RONDONOPOLIS,Meningite não especificada,1,1,1,0,46557.0,2.1479047189466676,0.0,0.0
2023,510267,CAMPO VERDE,RONDONOPOLIS,Outras etiologias,2,0,2,0,46557.0,4.295809437893335,0.0,
2023,510268,CAMPOS DE JULIO,PONTES E LACERDA,Outras etiologias,3,0,2,0,9272.0,32.35547886108714,0.0,
2023,510270,CANARANA,AGUA BOA,Meningite não especificada,1,1,1,1,26904.0,3.716919417187035,3.716919417187035,100.0
2023,510279,CARLINDA,ALTA FLORESTA,Outras etiologias,1,0,1,0,10415.0,9.601536245799327,0.0,
2023,510305,CLAUDIA,SINOP,Meningite bacteriana/outras bactérias,2,2,2,1,9576.0,20.885547201336674,10.442773600668337,50.0
2023,510310,COCALINHO,AGUA BOA,Outras etiologias,1,0,1,0,6377.0,15.681354869060687,0.0,
2023,510320,COLIDER,COLIDER,Outras etiologias,1,0,1,0,32086.0,3.116624072804338,0.0,
2023,510337,COTRIGUACU,JUINA,Outras etiologias,1,0,1,0,10624.0,9.41265060240964,0.0,
2023,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,6,6,5,2,676124.0,0.8874111849305749,0.29580372831019164,33.33333333333333
2023,510340,CUIABA,CUIABA,Meningite fúngica,1,1,1,0,676124.0,0.14790186415509582,0.0,0.0
2023,510340,CUIABA,CUIABA,Meningite não especificada,14,14,14,1,676124.0,2.0706260981713416,0.14790186415509582,7.142857142857142
2023,510340,CUIABA,CUIABA,Meningite por Hib/Hemófilo,1,1,1,0,676124.0,0.14790186415509582,0.0,0.0
2023,510340,CUIABA,CUIABA,Meningite tuberculosa,1,1,1,0,676124.0,0.14790186415509582,0.0,0.0
2023,510340,CUIABA,CUIABA,Meningite viral/asséptica,2,2,2,0,676124.0,0.29580372831019164,0.0,0.0
2023,510340,CUIABA,CUIABA,Outras etiologias,39,1,35,0,676124.0,5.768172702048736,0.0,0.0
2023,510343,CURVELANDIA,CACERES,Meningite não especificada,1,1,1,0,4970.0,20.120724346076457,0.0,0.0
2023,510350,DIAMANTINO,DIAMANTINO,Meningite por Hib/Hemófilo,1,1,1,0,22368.0,4.470672389127325,0.0,0.0
2023,510360,DOM AQUINO,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,7953.0,12.57387149503332,0.0,0.0
2023,510385,GAUCHA DO NORTE,AGUA BOA,Doença meningocócica,1,1,1,0,8938.0,11.188185276348175,0.0,0.0
2023,510385,GAUCHA DO NORTE,AGUA BOA,Outras etiologias,2,0,1,0,8938.0,22.37637055269635,0.0,
2023,510395,GLORIA D OESTE,CACERES,Outras etiologias,1,0,1,0,2887.0,34.638032559750606,0.0,
2023,510460,ITIQUIRA,RONDONOPOLIS,Meningite tuberculosa,1,1,1,0,12472.0,8.017960230917254,0.0,0.0
2023,510480,JACIARA,RONDONOPOLIS,Doença meningocócica,1,1,1,0,29369.0,3.404950798460962,0.0,0.0
2023,510490,JANGADA,CUIABA,Outras etiologias,1,0,1,0,7491.0,13.349352556401014,0.0,
2023,510510,JUARA,JUARA,Meningite bacteriana/outras bactérias,1,1,1,0,35862.0,2.788466900897886,0.0,0.0
2023,510510,JUARA,JUARA,Outras etiologias,4,0,4,0,35862.0,11.153867603591545,0.0,
2023,510515,JUINA,JUINA,Outras etiologias,1,0,1,0,47397.0,2.1098381754119457,0.0,
2023,510525,LUCAS DO RIO VERDE,SINOP,Outras etiologias,3,0,3,0,88126.0,3.4042166897396906,0.0,
2023,510560,MATUPA,PEIXOTO DE AZEVEDO,Meningite não especificada,1,1,1,0,20853.0,4.795473073418693,0.0,0.0
2023,510562,MIRASSOL D OESTE,CACERES,Meningite não especificada,1,1,1,0,27434.0,3.645111904935481,0.0,0.0
2023,510600,NORTELANDIA,DIAMANTINO,Outras etiologias,1,0,1,0,5960.0,16.778523489932883,0.0,
2023,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,Outras etiologias,1,0,1,0,11694.0,8.551393877201985,0.0,
2023,510615,NOVA BANDEIRANTES,ALTA FLORESTA,Meningite não especificada,1,1,1,0,14036.0,7.124536905101169,0.0,0.0
2023,510617,NOVA NAZARE,AGUA BOA,Doença meningocócica,1,1,1,0,4338.0,23.05209774089442,0.0,0.0
2023,510617,NOVA NAZARE,AGUA BOA,Outras etiologias,1,0,0,0,4338.0,23.05209774089442,0.0,
2023,510622,NOVA MUTUM,SINOP,Meningite não especificada,3,3,3,0,58541.0,5.124613518730462,0.0,0.0
2023,510622,NOVA MUTUM,SINOP,Outras etiologias,1,0,1,0,58541.0,1.7082045062434876,0.0,
2023,510623,NOVA OLIMPIA,TANGARA DA SERRA,Outras etiologias,2,0,2,0,16434.0,12.169891687963977,0.0,
2023,510625,NOVA XAVANTINA,BARRA DO GARCAS,Outras etiologias,1,1,1,0,25084.0,3.9866050071758887,0.0,0.0
2023,510650,POCONE,CUIABA,Outras etiologias,1,0,0,0,31394.0,3.1853220360578454,0.0,
2023,510665,PONTAL DO ARAGUAIA,BARRA DO GARCAS,Meningite não especificada,1,1,1,0,7169.0,13.948946854512483,0.0,0.0
2023,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite não especificada,2,2,2,0,53816.0,3.7163668797383673,0.0,0.0
2023,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite tuberculosa,1,1,1,0,53816.0,1.8581834398691837,0.0,0.0
2023,510675,PONTES E LACERDA,PONTES E LACERDA,Outras etiologias,2,1,2,0,53816.0,3.7163668797383673,0.0,0.0
2023,510677,PORTO ALEGRE DO NORTE,PORTO ALEGRE DO NORTE,Meningite tuberculosa,1,1,1,0,12420.0,8.051529790660226,0.0,0.0
2023,510700,POXOREO,RONDONOPOLIS,Outras etiologias,1,0,1,0,24102.0,4.149033275246867,0.0,
2023,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite não especificada,1,1,1,0,89513.0,1.1171561672606214,0.0,0.0
2023,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,89513.0,1.1171561672606214,0.0,0.0
2023,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Outras etiologias,1,1,0,0,89513.0,1.1171561672606214,0.0,0.0
2023,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,Meningite não especificada,1,1,1,0,10340.0,9.671179883945841,0.0,0.0
2023,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,Outras etiologias,2,0,1,0,10340.0,19.342359767891683,0.0,
2023,510720,RIO BRANCO,CACERES,Meningite não especificada,2,2,2,0,4509.0,44.35573297848747,0.0,0.0
2023,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,Meningite não especificada,1,1,1,0,14813.0,6.750826976304597,0.0,0.0
2023,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite bacteriana/outras bactérias,2,2,2,0,254728.0,0.785151220124996,0.0,0.0
2023,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite não especificada,4,4,4,0,254728.0,1.570302440249992,0.0,0.0
2023,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite pneumocócica,3,3,3,1,254728.0,1.1777268301874941,0.392575610062498,33.33333333333333
2023,510760,RONDONOPOLIS,RONDONOPOLIS,Outras etiologias,8,2,8,1,254728.0,3.140604880499984,0.392575610062498,50.0
2023,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Meningite não especificada,2,2,2,0,16776.0,11.921793037672865,0.0,0.0
2023,510787,SAPEZAL,TANGARA DA SERRA,Outras etiologias,2,0,2,0,30303.0,6.6000066000065996,0.0,
2023,510788,SERRA NOVA DOURADA,SAO FELIX DO ARAGUAIA,Outras etiologias,1,0,1,0,1835.0,54.495912806539515,0.0,
2023,510790,SINOP,SINOP,Doença meningocócica,2,2,2,0,206931.0,0.9665057434603805,0.0,0.0
2023,510790,SINOP,SINOP,Meningite bacteriana/outras bactérias,1,1,1,0,206931.0,0.48325287173019027,0.0,0.0
2023,510790,SINOP,SINOP,Meningite não especificada,4,4,4,0,206931.0,1.933011486920761,0.0,0.0
2023,510790,SINOP,SINOP,Meningite pneumocócica,1,1,1,0,206931.0,0.48325287173019027,0.0,0.0
2023,510790,SINOP,SINOP,Meningite viral/asséptica,6,6,6,0,206931.0,2.8995172303811416,0.0,0.0
2023,510790,SINOP,SINOP,Outras etiologias,12,6,12,0,206931.0,5.799034460762283,0.0,0.0
2023,510792,SORRISO,SINOP,Meningite viral/asséptica,1,1,1,0,116105.0,0.8612893501571853,0.0,0.0
2023,510792,SORRISO,SINOP,Outras etiologias,3,0,3,0,116105.0,2.5838680504715557,0.0,
2023,510794,TABAPORA,JUARA,Outras etiologias,1,0,1,0,9932.0,10.068465565847765,0.0,
2023,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,110549.0,0.9045762512550996,0.0,0.0
2023,510795,TANGARA DA SERRA,TANGARA DA SERRA,Outras etiologias,4,0,4,0,110549.0,3.618305005020398,0.0,
2023,510800,TAPURAH,SINOP,Outras etiologias,1,0,1,0,14872.0,6.7240451855836465,0.0,
2023,510840,VARZEA GRANDE,CUIABA,Doença meningocócica,1,1,1,1,310941.0,0.32160442013115026,0.32160442013115026,100.0
2023,510840,VARZEA GRANDE,CUIABA,Meningite bacteriana/outras bactérias,1,1,1,1,310941.0,0.32160442013115026,0.32160442013115026,100.0
2023,510840,VARZEA GRANDE,CUIABA,Meningite fúngica,1,1,1,0,310941.0,0.32160442013115026,0.0,0.0
2023,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,7,7,7,1,310941.0,2.251230940918052,0.32160442013115026,14.285714285714285
2023,510840,VARZEA GRANDE,CUIABA,Meningite pneumocócica,1,1,1,1,310941.0,0.32160442013115026,0.32160442013115026,100.0
2023,510840,VARZEA GRANDE,CUIABA,Meningite viral/asséptica,2,2,2,0,310941.0,0.6432088402623005,0.0,0.0
2023,510840,VARZEA GRANDE,CUIABA,Outras etiologias,18,2,17,0,310941.0,5.788879562360705,0.0,0.0
2023,510860,VILA RICA,PORTO ALEGRE DO NORTE,Outras etiologias,5,0,1,0,19948.0,25.065169440545414,0.0,
2024,510020,AGUA BOA,AGUA BOA,Outras etiologias,7,0,7,0,31314.0,22.354218560388325,0.0,
2024,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite bacteriana/outras bactérias,1,1,1,1,61291.0,1.6315609143267364,1.6315609143267364,100.0
2024,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite não especificada,1,1,1,0,61291.0,1.6315609143267364,0.0,0.0
2024,510025,ALTA FLORESTA,ALTA FLORESTA,Outras etiologias,1,0,1,0,61291.0,1.6315609143267364,0.0,
2024,510030,ALTO ARAGUAIA,RONDONOPOLIS,Meningite não especificada,2,2,2,1,17657.0,11.326952483434331,5.663476241717166,50.0
2024,510040,ALTO GARCAS,RONDONOPOLIS,Outras etiologias,1,0,0,0,13707.0,7.295542423579193,0.0,
2024,510050,ALTO PARAGUAI,DIAMANTINO,Outras etiologias,1,0,1,0,7717.0,12.95840352468576,0.0,
2024,510060,ALTO TAQUARI,RONDONOPOLIS,Outras etiologias,1,0,1,0,11571.0,8.642295393656555,0.0,
2024,510130,ARENAPOLIS,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,10747.0,9.304922303898763,0.0,0.0
2024,510170,BARRA DO BUGRES,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,29576.0,3.381119826886665,0.0,0.0
2024,510170,BARRA DO BUGRES,TANGARA DA SERRA,Meningite viral/asséptica,1,1,1,0,29576.0,3.381119826886665,0.0,0.0
2024,510170,BARRA DO BUGRES,TANGARA DA SERRA,Outras etiologias,1,0,1,0,29576.0,3.381119826886665,0.0,
2024,510180,BARRA DO GARCAS,BARRA DO GARCAS,Doença meningocócica,1,1,1,1,72694.0,1.3756293504278208,1.3756293504278208,100.0
2024,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite bacteriana/outras bactérias,1,1,1,0,72694.0,1.3756293504278208,0.0,0.0
2024,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite não especificada,1,1,1,1,72694.0,1.3756293504278208,1.3756293504278208,100.0
2024,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,3,0,3,0,72694.0,4.126888051283462,0.0,
2024,510190,BRASNORTE,JUINA,Outras etiologias,1,0,1,0,17496.0,5.715592135345221,0.0,
2024,510250,CACERES,CACERES,Meningite bacteriana/outras bactérias,1,1,1,1,91626.0,1.0913932726518674,1.0913932726518674,100.0
2024,510250,CACERES,CACERES,Meningite não especificada,1,1,1,0,91626.0,1.0913932726518674,0.0,0.0
2024,510250,CACERES,CACERES,Outras etiologias,2,0,0,0,91626.0,2.1827865453037347,0.0,
2024,510260,CAMPINAPOLIS,BARRA DO GARCAS,Outras etiologias,2,0,2,0,15713.0,12.728314134792846,0.0,
2024,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Meningite bacteriana/outras bactérias,2,2,2,0,50033.0,3.9973617412507743,0.0,0.0
2024,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Outras etiologias,2,0,2,0,50033.0,3.9973617412507743,0.0,
2024,510267,CAMPO VERDE,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,47831.0,2.090694319583534,0.0,0.0
2024,510267,CAMPO VERDE,RONDONOPOLIS,Meningite fúngica,1,1,1,0,47831.0,2.090694319583534,0.0,0.0
2024,510267,CAMPO VERDE,RONDONOPOLIS,Outras etiologias,1,0,1,0,47831.0,2.090694319583534,0.0,
2024,510270,CANARANA,AGUA BOA,Meningite bacteriana/outras bactérias,1,1,1,0,27657.0,3.6157211555844815,0.0,0.0
2024,510270,CANARANA,AGUA BOA,Outras etiologias,4,0,3,0,27657.0,14.462884622337926,0.0,
2024,510300,CHAPADA DOS GUIMARAES,CUIABA,Meningite bacteriana/outras bactérias,1,1,1,0,19374.0,5.161556725508413,0.0,0.0
2024,510300,CHAPADA DOS GUIMARAES,CUIABA,Meningite fúngica,1,1,1,0,19374.0,5.161556725508413,0.0,0.0
2024,510300,CHAPADA DOS GUIMARAES,CUIABA,Outras etiologias,2,0,2,0,19374.0,10.323113451016827,0.0,
2024,510310,COCALINHO,AGUA BOA,Outras etiologias,1,0,1,0,6428.0,15.556938394523957,0.0,
2024,510320,COLIDER,COLIDER,Outras etiologias,4,0,4,0,32010.0,12.496094970321776,0.0,
2024,510335,CONFRESA,PORTO ALEGRE DO NORTE,Outras etiologias,2,0,1,0,37541.0,5.327508590607602,0.0,
2024,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,3,3,2,3,682932.0,0.43928238829048866,0.43928238829048866,100.0
2024,510340,CUIABA,CUIABA,Meningite não especificada,5,5,5,0,682932.0,0.7321373138174812,0.0,0.0
2024,510340,CUIABA,CUIABA,Meningite tuberculosa,2,2,2,0,682932.0,0.29285492552699244,0.0,0.0
