ano_evento_v17,codigo_municipio_v17,municipio_v17,regional_v17,classificacao_agrupada_v17,casos,confirmados,hospitalizacoes,obitos_meningite,populacao,incidencia_100mil,mortalidade_100mil,letalidade_confirmados
2013,510455,ITAUBA,COLIDER,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2013,510460,ITIQUIRA,RONDONOPOLIS,Doença meningocócica,2,2,2,0,,,,0.0
2013,510460,ITIQUIRA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2013,510460,ITIQUIRA,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2013,510480,JACIARA,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2013,510480,JACIARA,RONDONOPOLIS,Meningite não especificada,2,2,2,0,,,,0.0
2013,510480,JACIARA,RONDONOPOLIS,Meningite pneumocócica,1,1,1,1,,,,100.0
2013,510480,JACIARA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2013,510480,JACIARA,RONDONOPOLIS,Outras etiologias,4,0,2,0,,,,
2013,510500,JAURU,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2013,510515,JUINA,JUINA,Outras etiologias,1,0,1,0,,,,
2013,510525,LUCAS DO RIO VERDE,SINOP,Meningite bacteriana/outras bactérias,1,1,1,1,,,,100.0
2013,510525,LUCAS DO RIO VERDE,SINOP,Outras etiologias,1,0,1,0,,,,
2013,510558,MARCELANDIA,COLIDER,Meningite não especificada,1,1,1,0,,,,0.0
2013,510558,MARCELANDIA,COLIDER,Meningite viral/asséptica,1,1,1,0,,,,0.0
2013,510558,MARCELANDIA,COLIDER,Outras etiologias,2,0,2,0,,,,
2013,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,Outras etiologias,1,0,0,0,,,,
2013,510615,NOVA BANDEIRANTES,ALTA FLORESTA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2013,510615,NOVA BANDEIRANTES,ALTA FLORESTA,Outras etiologias,1,0,1,0,,,,
2013,510618,NOVA LACERDA,PONTES E LACERDA,Meningite bacteriana/outras bactérias,2,1,2,0,,,,0.0
2013,510618,NOVA LACERDA,PONTES E LACERDA,Meningite viral/asséptica,2,2,2,0,,,,0.0
2013,510622,NOVA MUTUM,SINOP,Doença meningocócica,2,2,2,2,,,,100.0
2013,510622,NOVA MUTUM,SINOP,Outras etiologias,1,0,1,0,,,,
2013,510625,NOVA XAVANTINA,BARRA DO GARCAS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2013,510627,NOVO HORIZONTE DO NORTE,JUARA,Meningite fúngica,1,1,1,1,,,,100.0
2013,510629,PARANAITA,ALTA FLORESTA,Meningite não especificada,1,1,1,0,,,,0.0
2013,510630,PARANATINGA,RONDONOPOLIS,Meningite viral/asséptica,2,2,2,0,,,,0.0
2013,510630,PARANATINGA,RONDONOPOLIS,Outras etiologias,2,0,2,0,,,,
2013,510637,PEDRA PRETA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,1,,,,100.0
2013,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,Meningite fúngica,1,1,1,0,,,,0.0
2013,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,Outras etiologias,1,0,1,0,,,,
2013,510650,POCONE,CUIABA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2013,510650,POCONE,CUIABA,Meningite viral/asséptica,2,2,2,0,,,,0.0
2013,510650,POCONE,CUIABA,Outras etiologias,2,0,1,0,,,,
2013,510665,PONTAL DO ARAGUAIA,BARRA DO GARCAS,Meningite não especificada,1,1,1,1,,,,100.0
2013,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2013,510685,PORTO ESTRELA,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,,,,0.0
2013,510700,POXOREO,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2013,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2013,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite fúngica,1,1,1,0,,,,0.0
2013,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite pneumocócica,2,2,2,1,,,,50.0
2013,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite viral/asséptica,3,3,3,0,,,,0.0
2013,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Outras etiologias,2,0,0,0,,,,
2013,510706,QUERENCIA,AGUA BOA,Outras etiologias,1,0,1,0,,,,
2013,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2013,510724,SANTA CARMEM,SINOP,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2013,510724,SANTA CARMEM,SINOP,Meningite viral/asséptica,1,1,1,0,,,,0.0
2013,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite bacteriana/outras bactérias,4,4,4,1,,,,25.0
2013,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite fúngica,4,4,4,3,,,,75.0
2013,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2013,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite pneumocócica,7,7,7,0,,,,0.0
2013,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite viral/asséptica,5,5,5,1,,,,20.0
2013,510760,RONDONOPOLIS,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2013,510779,SANTO ANTONIO DO LESTE,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2013,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Outras etiologias,3,0,1,0,,,,
2013,510785,SAO FELIX DO ARAGUAIA,SAO FELIX DO ARAGUAIA,Outras etiologias,1,0,0,0,,,,
2013,510787,SAPEZAL,TANGARA DA SERRA,Meningite pneumocócica,1,1,1,0,,,,0.0
2013,510787,SAPEZAL,TANGARA DA SERRA,Outras etiologias,1,0,0,0,,,,
2013,510790,SINOP,SINOP,Doença meningocócica,3,3,3,1,,,,33.33333333333333
2013,510790,SINOP,SINOP,Meningite bacteriana/outras bactérias,2,2,2,1,,,,50.0
2013,510790,SINOP,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2013,510790,SINOP,SINOP,Meningite viral/asséptica,8,8,8,0,,,,0.0
2013,510790,SINOP,SINOP,Outras etiologias,5,0,5,0,,,,
2013,510792,SORRISO,SINOP,Doença meningocócica,1,1,1,0,,,,0.0
2013,510792,SORRISO,SINOP,Meningite fúngica,1,1,1,0,,,,0.0
2013,510792,SORRISO,SINOP,Meningite não especificada,3,3,3,0,,,,0.0
2013,510792,SORRISO,SINOP,Meningite pneumocócica,2,2,2,0,,,,0.0
2013,510792,SORRISO,SINOP,Meningite viral/asséptica,2,2,2,0,,,,0.0
2013,510795,TANGARA DA SERRA,TANGARA DA SERRA,Outras etiologias,2,0,2,0,,,,
2013,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,Meningite não especificada,1,1,1,0,,,,0.0
2013,510830,UNIAO DO SUL,SINOP,Doença meningocócica,1,1,1,0,,,,0.0
2013,510840,VARZEA GRANDE,CUIABA,Doença meningocócica,5,5,4,3,,,,60.0
2013,510840,VARZEA GRANDE,CUIABA,Meningite bacteriana/outras bactérias,3,3,3,0,,,,0.0
2013,510840,VARZEA GRANDE,CUIABA,Meningite fúngica,1,1,1,0,,,,0.0
2013,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,4,4,4,0,,,,0.0
2013,510840,VARZEA GRANDE,CUIABA,Meningite pneumocócica,1,1,1,0,,,,0.0
2013,510840,VARZEA GRANDE,CUIABA,Meningite viral/asséptica,2,2,2,0,,,,0.0
2013,510840,VARZEA GRANDE,CUIABA,Outras etiologias,19,2,15,0,,,,0.0
2013,510850,VERA,SINOP,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2013,510850,VERA,SINOP,Meningite não especificada,2,2,2,1,,,,50.0
2013,510850,VERA,SINOP,Meningite viral/asséptica,1,1,1,0,,,,0.0
2013,510895,NOVA MONTE VERDE,ALTA FLORESTA,Meningite não especificada,1,1,1,0,,,,0.0
2014,510020,AGUA BOA,AGUA BOA,Outras etiologias,1,0,1,0,,,,
2014,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite não especificada,2,2,2,0,,,,0.0
2014,510025,ALTA FLORESTA,ALTA FLORESTA,Outras etiologias,1,0,1,0,,,,
2014,510030,ALTO ARAGUAIA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510060,ALTO TAQUARI,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510120,ARAGUAINHA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510125,ARAPUTANGA,CACERES,Outras etiologias,1,0,1,0,,,,
2014,510170,BARRA DO BUGRES,TANGARA DA SERRA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite não especificada,7,6,7,2,,,,33.33333333333333
2014,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,2,0,2,0,,,,
2014,510250,CACERES,CACERES,Doença meningocócica,1,1,1,1,,,,100.0
2014,510250,CACERES,CACERES,Meningite bacteriana/outras bactérias,2,2,2,1,,,,50.0
2014,510250,CACERES,CACERES,Meningite não especificada,1,1,1,1,,,,100.0
2014,510250,CACERES,CACERES,Meningite viral/asséptica,10,10,9,0,,,,0.0
2014,510250,CACERES,CACERES,Outras etiologias,1,0,1,0,,,,
2014,510260,CAMPINAPOLIS,BARRA DO GARCAS,Doença meningocócica,3,3,3,0,,,,0.0
2014,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,,,,0.0
2014,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Outras etiologias,2,0,2,0,,,,
2014,510267,CAMPO VERDE,RONDONOPOLIS,Doença meningocócica,1,1,1,1,,,,100.0
2014,510267,CAMPO VERDE,RONDONOPOLIS,Meningite bacteriana/outras bactérias,2,2,2,0,,,,0.0
2014,510267,CAMPO VERDE,RONDONOPOLIS,Meningite não especificada,3,3,3,0,,,,0.0
2014,510267,CAMPO VERDE,RONDONOPOLIS,Meningite pneumocócica,3,3,3,0,,,,0.0
2014,510267,CAMPO VERDE,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510267,CAMPO VERDE,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2014,510269,CANABRAVA DO NORTE,PORTO ALEGRE DO NORTE,Meningite não especificada,1,1,1,0,,,,0.0
2014,510300,CHAPADA DOS GUIMARAES,CUIABA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510300,CHAPADA DOS GUIMARAES,CUIABA,Outras etiologias,4,0,4,0,,,,
2014,510305,CLAUDIA,SINOP,Doença meningocócica,1,1,1,0,,,,0.0
2014,510320,COLIDER,COLIDER,Meningite pneumocócica,1,1,1,0,,,,0.0
2014,510320,COLIDER,COLIDER,Meningite tuberculosa,1,1,1,0,,,,0.0
2014,510325,COLNIZA,JUINA,Meningite não especificada,1,1,1,0,,,,0.0
2014,510330,COMODORO,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510335,CONFRESA,PORTO ALEGRE DO NORTE,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2014,510340,CUIABA,CUIABA,Doença meningocócica,7,7,7,1,,,,14.285714285714285
2014,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,6,6,6,1,,,,16.666666666666664
2014,510340,CUIABA,CUIABA,Meningite fúngica,3,3,3,0,,,,0.0
2014,510340,CUIABA,CUIABA,Meningite não especificada,12,12,11,1,,,,8.333333333333332
2014,510340,CUIABA,CUIABA,Meningite viral/asséptica,9,9,9,0,,,,0.0
2014,510340,CUIABA,CUIABA,Outras etiologias,47,1,39,0,,,,0.0
2014,510343,CURVELANDIA,CACERES,Meningite viral/asséptica,2,2,2,0,,,,0.0
2014,510360,DOM AQUINO,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2014,510370,FELIZ NATAL,SINOP,Meningite fúngica,1,1,1,1,,,,100.0
2014,510370,FELIZ NATAL,SINOP,Outras etiologias,1,0,1,0,,,,
2014,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Meningite fúngica,1,1,1,0,,,,0.0
2014,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Meningite não especificada,2,2,2,0,,,,0.0
2014,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Outras etiologias,4,0,4,0,,,,
2014,510450,INDIAVAI,CACERES,Meningite não especificada,1,1,1,0,,,,0.0
2014,510452,IPIRANGA DO NORTE,SINOP,Meningite pneumocócica,1,1,1,0,,,,0.0
2014,510455,ITAUBA,COLIDER,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510480,JACIARA,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,,,,0.0
2014,510480,JACIARA,RONDONOPOLIS,Outras etiologias,1,1,0,0,,,,0.0
2014,510515,JUINA,JUINA,Outras etiologias,1,0,1,0,,,,
2014,510523,LAMBARI D OESTE,CACERES,Meningite viral/asséptica,2,2,2,0,,,,0.0
2014,510525,LUCAS DO RIO VERDE,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2014,510525,LUCAS DO RIO VERDE,SINOP,Outras etiologias,3,0,3,0,,,,
2014,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510558,MARCELANDIA,COLIDER,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510560,MATUPA,PEIXOTO DE AZEVEDO,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510562,MIRASSOL D OESTE,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2014,510618,NOVA LACERDA,PONTES E LACERDA,Meningite viral/asséptica,2,2,2,0,,,,0.0
2014,510622,NOVA MUTUM,SINOP,Meningite bacteriana/outras bactérias,1,1,1,1,,,,100.0
2014,510622,NOVA MUTUM,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2014,510622,NOVA MUTUM,SINOP,Outras etiologias,1,0,1,0,,,,
2014,510623,NOVA OLIMPIA,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2014,510624,NOVA UBIRATA,SINOP,Meningite não especificada,2,2,2,0,,,,0.0
2014,510624,NOVA UBIRATA,SINOP,Meningite pneumocócica,1,1,1,0,,,,0.0
2014,510625,NOVA XAVANTINA,BARRA DO GARCAS,Outras etiologias,1,0,1,0,,,,
2014,510626,NOVO MUNDO,PEIXOTO DE AZEVEDO,Outras etiologias,1,0,1,0,,,,
2014,510627,NOVO HORIZONTE DO NORTE,JUARA,Outras etiologias,1,0,1,0,,,,
2014,510629,PARANAITA,ALTA FLORESTA,Meningite não especificada,1,0,1,0,,,,
2014,510630,PARANATINGA,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2014,510630,PARANATINGA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2014,510630,PARANATINGA,RONDONOPOLIS,Meningite pneumocócica,1,1,1,1,,,,100.0
2014,510630,PARANATINGA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510637,PEDRA PRETA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,Outras etiologias,1,0,1,0,,,,
2014,510650,POCONE,CUIABA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510650,POCONE,CUIABA,Outras etiologias,4,0,3,0,,,,
2014,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite não especificada,1,1,1,0,,,,0.0
2014,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite viral/asséptica,4,4,3,0,,,,0.0
2014,510675,PONTES E LACERDA,PONTES E LACERDA,Outras etiologias,3,0,1,0,,,,
2014,510677,PORTO ALEGRE DO NORTE,PORTO ALEGRE DO NORTE,Doença meningocócica,1,1,1,1,,,,100.0
2014,510680,PORTO DOS GAUCHOS,JUARA,Meningite pneumocócica,1,1,1,0,,,,0.0
2014,510680,PORTO DOS GAUCHOS,JUARA,Outras etiologias,1,0,0,0,,,,
2014,510682,PORTO ESPERIDIAO,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2014,510682,PORTO ESPERIDIAO,CACERES,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510700,POXOREO,RONDONOPOLIS,Meningite pneumocócica,1,1,1,1,,,,100.0
2014,510700,POXOREO,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite viral/asséptica,2,2,2,0,,,,0.0
2014,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Outras etiologias,2,1,2,0,,,,0.0
2014,510715,RESERVA DO CABACAL,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2014,510720,RIO BRANCO,CACERES,Meningite viral/asséptica,2,2,2,0,,,,0.0
2014,510729,SAO JOSE DO POVO,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,,,,0.0
2014,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,Outras etiologias,1,0,1,0,,,,
2014,510760,RONDONOPOLIS,RONDONOPOLIS,Doença meningocócica,2,2,2,0,,,,0.0
2014,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite bacteriana/outras bactérias,3,3,3,0,,,,0.0
2014,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite fúngica,1,1,1,0,,,,0.0
2014,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite pneumocócica,6,6,6,0,,,,0.0
2014,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite viral/asséptica,10,10,10,0,,,,0.0
2014,510760,RONDONOPOLIS,RONDONOPOLIS,Outras etiologias,4,2,4,0,,,,0.0
2014,510770,ROSARIO OESTE,DIAMANTINO,Outras etiologias,1,0,1,0,,,,
2014,510779,SANTO ANTONIO DO LESTE,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,1,,,,100.0
2014,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Outras etiologias,1,0,1,0,,,,
2014,510790,SINOP,SINOP,Meningite bacteriana/outras bactérias,5,5,5,0,,,,0.0
2014,510790,SINOP,SINOP,Meningite fúngica,1,1,1,0,,,,0.0
2014,510790,SINOP,SINOP,Meningite não especificada,2,2,2,0,,,,0.0
2014,510790,SINOP,SINOP,Meningite pneumocócica,1,1,1,0,,,,0.0
2014,510790,SINOP,SINOP,Meningite viral/asséptica,25,25,25,0,,,,0.0
2014,510790,SINOP,SINOP,Outras etiologias,1,1,0,0,,,,0.0
2014,510792,SORRISO,SINOP,Doença meningocócica,2,2,2,0,,,,0.0
2014,510792,SORRISO,SINOP,Meningite não especificada,7,7,7,0,,,,0.0
2014,510792,SORRISO,SINOP,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510800,TAPURAH,SINOP,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510835,VALE DE SAO DOMINGOS,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2014,510840,VARZEA GRANDE,CUIABA,Meningite bacteriana/outras bactérias,3,3,3,0,,,,0.0
2014,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,2,2,2,0,,,,0.0
2014,510840,VARZEA GRANDE,CUIABA,Meningite viral/asséptica,4,4,4,0,,,,0.0
2014,510840,VARZEA GRANDE,CUIABA,Outras etiologias,35,2,26,0,,,,0.0
2014,510880,NOVA GUARITA,COLIDER,Outras etiologias,1,0,1,0,,,,
2015,510010,ACORIZAL,CUIABA,Outras etiologias,1,0,1,0,,,,
2015,510020,AGUA BOA,AGUA BOA,Meningite viral/asséptica,1,1,1,1,,,,100.0
2015,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite não especificada,5,5,5,0,,,,0.0
2015,510030,ALTO ARAGUAIA,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2015,510140,ARIPUANA,JUINA,Outras etiologias,1,0,1,0,,,,
2015,510160,BARAO DE MELGACO,CUIABA,Meningite não especificada,1,1,1,0,,,,0.0
2015,510170,BARRA DO BUGRES,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2015,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite não especificada,5,5,5,1,,,,20.0
2015,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,2,0,2,0,,,,
2015,510250,CACERES,CACERES,Doença meningocócica,2,2,2,0,,,,0.0
2015,510250,CACERES,CACERES,Meningite bacteriana/outras bactérias,4,4,3,0,,,,0.0
2015,510250,CACERES,CACERES,Meningite não especificada,7,7,7,1,,,,14.285714285714285
2015,510250,CACERES,CACERES,Meningite tuberculosa,1,1,1,0,,,,0.0
2015,510250,CACERES,CACERES,Meningite viral/asséptica,5,5,5,1,,,,20.0
2015,510250,CACERES,CACERES,Outras etiologias,1,0,0,0,,,,
2015,510260,CAMPINAPOLIS,BARRA DO GARCAS,Outras etiologias,1,0,1,0,,,,
2015,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Outras etiologias,2,0,2,0,,,,
2015,510267,CAMPO VERDE,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2015,510267,CAMPO VERDE,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2015,510267,CAMPO VERDE,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2015,510267,CAMPO VERDE,RONDONOPOLIS,Outras etiologias,1,0,1,0,,,,
2015,510270,CANARANA,AGUA BOA,Doença meningocócica,1,1,1,0,,,,0.0
2015,510270,CANARANA,AGUA BOA,Meningite tuberculosa,1,1,1,0,,,,0.0
2015,510270,CANARANA,AGUA BOA,Outras etiologias,1,0,1,0,,,,
2015,510300,CHAPADA DOS GUIMARAES,CUIABA,Doença meningocócica,1,1,1,1,,,,100.0
2015,510300,CHAPADA DOS GUIMARAES,CUIABA,Outras etiologias,1,0,1,0,,,,
2015,510310,COCALINHO,AGUA BOA,Outras etiologias,1,0,1,0,,,,
2015,510320,COLIDER,COLIDER,Outras etiologias,1,0,1,0,,,,
2015,510330,COMODORO,PONTES E LACERDA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2015,510330,COMODORO,PONTES E LACERDA,Outras etiologias,1,0,0,0,,,,
2015,510335,CONFRESA,PORTO ALEGRE DO NORTE,Outras etiologias,3,0,2,0,,,,
2015,510337,COTRIGUACU,JUINA,Meningite fúngica,1,1,1,0,,,,0.0
2015,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,3,3,2,1,,,,33.33333333333333
2015,510340,CUIABA,CUIABA,Meningite fúngica,7,7,7,1,,,,14.285714285714285
2015,510340,CUIABA,CUIABA,Meningite não especificada,19,19,19,2,,,,10.526315789473683
2015,510340,CUIABA,CUIABA,Meningite pneumocócica,3,3,2,3,,,,100.0
2015,510340,CUIABA,CUIABA,Meningite tuberculosa,1,1,1,0,,,,0.0
2015,510340,CUIABA,CUIABA,Meningite viral/asséptica,6,6,6,0,,,,0.0
2015,510340,CUIABA,CUIABA,Outras etiologias,35,1,31,0,,,,0.0
2015,510343,CURVELANDIA,CACERES,Meningite viral/asséptica,1,1,1,0,,,,0.0
2015,510360,DOM AQUINO,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2015,510380,FIGUEIROPOLIS D OESTE,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2015,510390,GENERAL CARNEIRO,BARRA DO GARCAS,Meningite não especificada,1,1,1,0,,,,0.0
2015,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Doença meningocócica,1,1,1,1,,,,100.0
2015,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Outras etiologias,5,0,4,0,,,,
2015,510420,GUIRATINGA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2015,510420,GUIRATINGA,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2015,510455,ITAUBA,COLIDER,Outras etiologias,1,0,1,0,,,,
2015,510460,ITIQUIRA,RONDONOPOLIS,Meningite pneumocócica,2,2,2,0,,,,0.0
2015,510480,JACIARA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2015,510480,JACIARA,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,,,,0.0
2015,510480,JACIARA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2015,510480,JACIARA,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2015,510490,JANGADA,CUIABA,Outras etiologias,1,0,1,0,,,,
2015,510500,JAURU,PONTES E LACERDA,Meningite tuberculosa,1,1,1,0,,,,0.0
2015,510500,JAURU,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2015,510500,JAURU,PONTES E LACERDA,Outras etiologias,1,0,1,0,,,,
2015,510510,JUARA,JUARA,Meningite pneumocócica,1,1,1,0,,,,0.0
2015,510515,JUINA,JUINA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2015,510515,JUINA,JUINA,Meningite não especificada,1,1,1,0,,,,0.0
2015,510520,JUSCIMEIRA,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2015,510523,LAMBARI D OESTE,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2015,510525,LUCAS DO RIO VERDE,SINOP,Doença meningocócica,1,1,1,0,,,,0.0
2015,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2015,510562,MIRASSOL D OESTE,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2015,510562,MIRASSOL D OESTE,CACERES,Meningite viral/asséptica,1,1,1,0,,,,0.0
2015,510590,NOBRES,DIAMANTINO,Meningite não especificada,1,1,1,0,,,,0.0
2015,510618,NOVA LACERDA,PONTES E LACERDA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2015,510621,NOVA CANAA DO NORTE,COLIDER,Outras etiologias,1,0,1,0,,,,
2015,510624,NOVA UBIRATA,SINOP,Meningite fúngica,1,1,1,0,,,,0.0
2015,510624,NOVA UBIRATA,SINOP,Outras etiologias,1,0,1,0,,,,
2015,510625,NOVA XAVANTINA,BARRA DO GARCAS,Doença meningocócica,1,1,1,0,,,,0.0
2015,510629,PARANAITA,ALTA FLORESTA,Outras etiologias,1,0,0,0,,,,
2015,510630,PARANATINGA,RONDONOPOLIS,Meningite não especificada,1,1,1,1,,,,100.0
2015,510630,PARANATINGA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2015,510637,PEDRA PRETA,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2015,510637,PEDRA PRETA,RONDONOPOLIS,Outras etiologias,2,0,0,0,,,,
