ano_epi_v17,semana_epi_v17,classificacao_agrupada_v17,casos,confirmados,hospitalizacoes,obitos_meningite,altas
1966,47,Meningite fúngica,1,1,1,1,0
1975,17,Outras etiologias,1,0,1,0,0
1976,16,Meningite não especificada,1,1,1,0,1
1980,44,Meningite fúngica,1,1,1,0,1
2000,52,Outras etiologias,1,0,1,0,0
2002,43,Outras etiologias,1,0,1,0,0
2004,50,Outras etiologias,1,0,1,0,1
2006,51,Meningite não especificada,2,2,2,0,1
2006,51,Meningite viral/asséptica,1,1,1,0,1
2006,52,Meningite não especificada,1,1,1,0,1
2006,52,Meningite pneumocócica,1,1,1,0,1
2006,52,Meningite viral/asséptica,1,1,1,0,1
2006,52,Outras etiologias,2,0,1,0,1
2007,1,Doença meningocócica,1,1,1,0,1
2007,1,Meningite não especificada,2,2,2,0,2
2007,1,Meningite viral/asséptica,7,7,7,0,7
2007,1,Outras etiologias,2,0,1,0,1
2007,2,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,2,Meningite não especificada,5,5,4,0,5
2007,2,Meningite viral/asséptica,4,4,4,0,4
2007,2,Outras etiologias,6,0,5,0,0
2007,3,Meningite bacteriana/outras bactérias,1,1,1,0,0
2007,3,Meningite viral/asséptica,2,2,2,0,2
2007,3,Outras etiologias,2,0,2,0,1
2007,4,Meningite bacteriana/outras bactérias,1,1,1,0,0
2007,4,Meningite não especificada,2,2,2,0,2
2007,4,Meningite viral/asséptica,2,2,2,0,2
2007,4,Outras etiologias,3,0,3,0,1
2007,5,Doença meningocócica,1,1,1,0,1
2007,5,Meningite fúngica,1,1,1,0,0
2007,5,Meningite não especificada,4,4,3,1,2
2007,5,Meningite viral/asséptica,1,1,1,0,1
2007,5,Outras etiologias,8,0,7,0,6
2007,6,Doença meningocócica,2,2,2,1,1
2007,6,Meningite fúngica,1,1,1,0,1
2007,6,Meningite não especificada,8,8,8,0,7
2007,6,Meningite viral/asséptica,1,1,1,0,1
2007,6,Outras etiologias,4,0,4,0,2
2007,7,Meningite não especificada,4,4,4,0,3
2007,7,Meningite viral/asséptica,1,1,1,0,1
2007,7,Outras etiologias,6,0,5,0,5
2007,8,Meningite bacteriana/outras bactérias,1,1,1,1,0
2007,8,Meningite não especificada,1,1,1,1,0
2007,8,Meningite viral/asséptica,7,7,7,0,7
2007,8,Outras etiologias,4,0,4,0,4
2007,9,Meningite bacteriana/outras bactérias,2,2,2,0,2
2007,9,Meningite não especificada,5,5,5,0,5
2007,9,Meningite pneumocócica,1,1,1,0,1
2007,9,Meningite viral/asséptica,1,1,1,0,1
2007,9,Outras etiologias,5,0,4,0,4
2007,10,Meningite bacteriana/outras bactérias,2,2,2,0,2
2007,10,Meningite não especificada,5,5,5,0,4
2007,10,Meningite viral/asséptica,5,5,5,0,5
2007,10,Outras etiologias,6,1,5,0,3
2007,11,Meningite não especificada,2,2,2,0,2
2007,11,Meningite viral/asséptica,2,2,2,0,2
2007,11,Outras etiologias,6,0,6,0,1
2007,12,Doença meningocócica,1,1,1,0,0
2007,12,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,12,Meningite não especificada,6,6,6,0,6
2007,12,Meningite tuberculosa,1,1,1,0,0
2007,12,Meningite viral/asséptica,3,3,3,0,3
2007,12,Outras etiologias,8,0,6,0,3
2007,13,Meningite bacteriana/outras bactérias,2,2,2,0,2
2007,13,Meningite não especificada,4,4,4,0,4
2007,13,Meningite viral/asséptica,7,7,7,0,7
2007,13,Outras etiologias,8,0,7,0,6
2007,14,Meningite bacteriana/outras bactérias,3,3,3,0,2
2007,14,Meningite não especificada,4,4,3,0,3
2007,14,Meningite viral/asséptica,6,6,4,0,6
2007,14,Outras etiologias,13,1,13,0,2
2007,15,Doença meningocócica,1,1,1,1,0
2007,15,Meningite bacteriana/outras bactérias,1,1,1,1,0
2007,15,Meningite fúngica,1,1,1,0,0
2007,15,Meningite não especificada,7,7,7,0,7
2007,15,Meningite viral/asséptica,9,9,9,0,9
2007,15,Outras etiologias,19,1,18,1,4
2007,16,Doença meningocócica,1,1,1,0,1
2007,16,Meningite bacteriana/outras bactérias,2,2,2,0,1
2007,16,Meningite não especificada,1,1,1,0,1
2007,16,Meningite viral/asséptica,7,7,7,0,6
2007,16,Outras etiologias,11,0,10,0,4
2007,17,Meningite não especificada,3,3,3,0,3
2007,17,Meningite viral/asséptica,10,10,10,0,9
2007,17,Outras etiologias,9,0,9,0,3
2007,18,Doença meningocócica,1,1,1,0,1
2007,18,Meningite não especificada,4,4,4,0,3
2007,18,Meningite pneumocócica,1,1,1,0,0
2007,18,Meningite viral/asséptica,2,2,2,0,2
2007,18,Outras etiologias,7,0,7,0,0
2007,19,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,19,Meningite não especificada,1,1,1,0,1
2007,19,Meningite pneumocócica,1,1,1,0,1
2007,19,Meningite viral/asséptica,7,7,7,0,7
2007,19,Outras etiologias,5,1,3,1,0
2007,20,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,20,Meningite não especificada,4,4,4,0,3
2007,20,Meningite pneumocócica,1,1,1,0,1
2007,20,Meningite viral/asséptica,3,3,3,0,3
2007,20,Outras etiologias,6,0,6,0,2
2007,21,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,21,Meningite não especificada,2,2,2,1,1
2007,21,Meningite viral/asséptica,3,3,3,0,3
2007,21,Outras etiologias,5,1,4,1,1
2007,22,Meningite bacteriana/outras bactérias,1,1,1,1,0
2007,22,Meningite não especificada,3,3,3,0,3
2007,22,Meningite viral/asséptica,2,2,2,0,1
2007,22,Outras etiologias,6,2,6,0,5
2007,23,Doença meningocócica,1,1,1,0,1
2007,23,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,23,Meningite não especificada,6,6,6,0,6
2007,23,Meningite pneumocócica,1,1,1,1,0
2007,23,Meningite viral/asséptica,5,5,5,0,5
2007,23,Outras etiologias,5,0,5,0,2
2007,24,Meningite não especificada,3,3,3,1,2
2007,24,Outras etiologias,8,0,7,0,0
2007,25,Doença meningocócica,1,1,1,0,1
2007,25,Meningite não especificada,5,5,5,0,5
2007,25,Meningite viral/asséptica,2,2,2,0,2
2007,25,Outras etiologias,3,0,3,0,2
2007,26,Doença meningocócica,1,1,1,0,1
2007,26,Meningite não especificada,7,7,7,0,6
2007,26,Meningite viral/asséptica,5,5,5,0,5
2007,26,Outras etiologias,7,0,6,0,4
2007,27,Meningite bacteriana/outras bactérias,3,3,3,0,2
2007,27,Meningite não especificada,4,4,4,2,2
2007,27,Meningite pneumocócica,1,1,1,0,1
2007,27,Meningite viral/asséptica,2,2,2,0,2
2007,27,Outras etiologias,5,0,4,0,3
2007,28,Doença meningocócica,2,2,2,1,1
2007,28,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,28,Meningite pneumocócica,1,1,1,0,1
2007,28,Meningite viral/asséptica,1,1,1,0,1
2007,28,Outras etiologias,3,0,2,0,1
2007,29,Doença meningocócica,1,1,1,1,0
2007,29,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,29,Meningite não especificada,3,3,3,0,3
2007,29,Meningite pneumocócica,2,2,2,2,0
2007,29,Meningite por Hib/Hemófilo,1,1,1,1,0
2007,29,Outras etiologias,3,0,3,0,3
2007,30,Meningite não especificada,2,2,2,0,1
2007,30,Outras etiologias,1,0,1,0,1
2007,31,Meningite não especificada,3,3,3,0,3
2007,31,Meningite viral/asséptica,3,3,3,0,3
2007,31,Outras etiologias,4,0,3,0,2
2007,32,Meningite não especificada,2,2,2,0,2
2007,32,Outras etiologias,4,0,4,0,1
2007,33,Meningite não especificada,1,1,1,0,0
2007,33,Meningite pneumocócica,1,1,1,0,1
2007,33,Meningite viral/asséptica,4,4,4,0,3
2007,33,Outras etiologias,4,0,3,0,0
2007,34,Meningite bacteriana/outras bactérias,1,1,1,0,0
2007,34,Meningite não especificada,3,3,3,0,2
2007,34,Meningite viral/asséptica,1,1,1,0,1
2007,34,Outras etiologias,4,0,4,0,1
2007,35,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,35,Meningite não especificada,3,3,3,2,0
2007,35,Meningite por Hib/Hemófilo,1,1,0,0,1
2007,35,Outras etiologias,2,0,2,0,0
2007,36,Meningite não especificada,1,1,1,0,1
2007,36,Meningite viral/asséptica,2,2,2,0,2
2007,36,Outras etiologias,2,0,2,0,1
2007,37,Doença meningocócica,1,1,1,0,1
2007,37,Meningite não especificada,2,2,2,0,2
2007,37,Meningite viral/asséptica,2,2,2,0,2
2007,37,Outras etiologias,2,0,2,0,1
2007,38,Doença meningocócica,1,1,1,0,1
2007,38,Meningite não especificada,1,1,1,0,1
2007,38,Meningite viral/asséptica,1,1,1,0,1
2007,38,Outras etiologias,1,0,1,0,0
2007,39,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,39,Meningite fúngica,1,1,1,0,0
2007,39,Meningite não especificada,4,4,4,0,2
2007,39,Meningite viral/asséptica,3,3,3,0,3
2007,39,Outras etiologias,1,0,1,0,0
2007,40,Meningite não especificada,2,2,2,0,2
2007,40,Meningite viral/asséptica,2,2,2,0,2
2007,40,Outras etiologias,3,1,2,0,0
2007,41,Meningite não especificada,2,2,2,0,2
2007,41,Meningite pneumocócica,1,1,1,0,1
2007,41,Outras etiologias,2,0,1,0,0
2007,42,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,42,Meningite não especificada,4,4,3,0,4
2007,42,Meningite pneumocócica,1,1,1,0,1
2007,42,Meningite por Hib/Hemófilo,1,1,1,0,0
2007,42,Meningite viral/asséptica,4,4,4,0,4
2007,42,Outras etiologias,7,0,6,0,4
2007,43,Meningite não especificada,4,4,4,0,4
2007,43,Meningite viral/asséptica,4,4,4,0,4
2007,43,Outras etiologias,5,0,2,0,2
2007,44,Meningite bacteriana/outras bactérias,1,1,1,1,0
2007,44,Meningite não especificada,3,3,3,0,3
2007,44,Meningite viral/asséptica,3,3,3,0,3
2007,44,Outras etiologias,1,0,1,0,1
2007,45,Meningite não especificada,5,5,5,0,5
2007,45,Meningite viral/asséptica,7,7,7,0,7
2007,45,Outras etiologias,3,0,2,0,2
2007,46,Meningite fúngica,1,1,1,0,0
2007,46,Meningite não especificada,2,2,2,1,1
2007,46,Outras etiologias,5,0,4,0,5
2007,47,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,47,Meningite viral/asséptica,1,1,1,0,1
2007,47,Outras etiologias,3,0,2,0,1
2007,48,Meningite fúngica,1,1,1,0,1
2007,48,Meningite não especificada,2,2,2,0,2
2007,48,Meningite viral/asséptica,4,4,3,0,4
2007,48,Outras etiologias,2,0,1,0,0
2007,49,Doença meningocócica,1,1,1,0,0
2007,49,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,49,Meningite não especificada,2,2,2,0,2
2007,49,Meningite viral/asséptica,1,1,1,0,1
2007,49,Outras etiologias,6,0,5,0,5
2007,50,Meningite bacteriana/outras bactérias,2,1,2,1,1
2007,50,Meningite não especificada,1,1,1,0,1
2007,50,Meningite pneumocócica,1,1,1,0,1
2007,50,Meningite viral/asséptica,6,6,6,0,6
2007,50,Outras etiologias,3,0,3,0,2
2007,51,Meningite não especificada,3,3,2,1,1
2007,51,Meningite pneumocócica,2,2,2,1,1
2007,51,Meningite viral/asséptica,4,4,4,0,4
2007,51,Outras etiologias,6,0,5,0,5
2007,52,Meningite bacteriana/outras bactérias,1,1,1,0,1
2007,52,Meningite não especificada,4,4,4,0,4
2007,52,Meningite viral/asséptica,5,5,5,0,4
2007,52,Outras etiologias,4,0,4,0,2
2008,1,Meningite não especificada,4,4,4,0,4
2008,1,Meningite viral/asséptica,3,3,3,0,2
2008,2,Meningite não especificada,4,4,3,0,4
2008,2,Meningite viral/asséptica,6,6,5,0,6
2008,2,Outras etiologias,8,0,8,0,5
2008,3,Doença meningocócica,1,1,1,0,1
2008,3,Meningite fúngica,1,1,1,0,1
2008,3,Meningite não especificada,1,1,1,0,0
2008,3,Meningite viral/asséptica,1,1,1,0,1
2008,3,Outras etiologias,6,0,5,0,4
2008,4,Meningite fúngica,1,1,1,0,0
2008,4,Meningite não especificada,2,2,2,0,2
2008,4,Meningite viral/asséptica,2,2,1,0,2
2008,4,Outras etiologias,4,0,3,0,2
2008,5,Meningite bacteriana/outras bactérias,1,1,1,0,1
2008,5,Meningite não especificada,4,4,4,1,1
2008,5,Meningite viral/asséptica,2,2,1,0,1
2008,5,Outras etiologias,1,0,1,0,1
2008,6,Meningite não especificada,3,3,2,0,2
2008,6,Meningite viral/asséptica,2,2,2,0,2
2008,6,Outras etiologias,2,0,2,0,1
2008,7,Meningite bacteriana/outras bactérias,1,1,1,0,1
2008,7,Meningite pneumocócica,1,1,1,0,1
2008,7,Meningite viral/asséptica,2,2,2,0,2
2008,7,Outras etiologias,4,0,4,0,3
2008,8,Doença meningocócica,1,1,1,0,1
2008,8,Meningite bacteriana/outras bactérias,1,1,1,0,1
2008,8,Meningite não especificada,2,2,1,1,1
2008,8,Meningite viral/asséptica,1,1,1,0,1
2008,8,Outras etiologias,8,1,5,0,2
2008,9,Meningite não especificada,4,4,4,0,3
2008,9,Meningite viral/asséptica,2,2,2,0,2
2008,9,Outras etiologias,4,0,4,0,2
2008,10,Meningite não especificada,2,2,2,1,1
2008,10,Meningite viral/asséptica,1,1,1,0,1
2008,10,Outras etiologias,1,0,1,0,1
2008,11,Doença meningocócica,1,1,1,0,1
2008,11,Meningite bacteriana/outras bactérias,3,3,2,0,2
2008,11,Meningite não especificada,2,2,2,0,2
2008,11,Meningite pneumocócica,1,1,1,1,0
2008,11,Meningite viral/asséptica,2,2,2,0,2
2008,11,Outras etiologias,5,0,4,0,3
2008,12,Meningite bacteriana/outras bactérias,1,1,1,0,1
2008,12,Meningite não especificada,1,1,1,0,1
2008,12,Meningite viral/asséptica,1,1,1,0,1
2008,12,Outras etiologias,3,0,3,0,2
2008,13,Meningite bacteriana/outras bactérias,1,1,1,0,1
2008,13,Meningite não especificada,3,3,3,0,3
2008,13,Meningite viral/asséptica,3,3,3,0,3
2008,13,Outras etiologias,7,0,6,0,5
2008,14,Meningite bacteriana/outras bactérias,2,2,2,0,2
2008,14,Meningite não especificada,3,3,3,0,3
2008,14,Meningite por Hib/Hemófilo,2,2,2,0,2
2008,14,Meningite viral/asséptica,2,2,2,0,1
2008,14,Outras etiologias,5,0,4,0,1
2008,15,Meningite bacteriana/outras bactérias,2,2,2,0,2
2008,15,Meningite não especificada,4,4,4,0,4
2008,15,Meningite pneumocócica,1,1,1,0,1
2008,15,Meningite viral/asséptica,1,1,1,0,1
2008,15,Outras etiologias,5,0,4,0,1
2008,16,Meningite não especificada,3,3,3,0,3
2008,16,Outras etiologias,2,1,2,0,2
2008,17,Meningite bacteriana/outras bactérias,1,1,0,0,1
2008,17,Meningite não especificada,2,2,2,0,2
2008,17,Meningite pneumocócica,1,1,1,1,0
2008,17,Meningite viral/asséptica,1,1,1,0,1
2008,17,Outras etiologias,5,0,5,0,3
2008,18,Doença meningocócica,1,1,0,1,0
2008,18,Meningite bacteriana/outras bactérias,1,1,1,0,1
2008,18,Meningite viral/asséptica,3,3,3,0,3
2008,18,Outras etiologias,3,1,2,0,3
2008,19,Meningite fúngica,1,1,1,0,0
2008,19,Meningite não especificada,1,1,0,0,1
2008,19,Meningite viral/asséptica,2,2,2,0,2
2008,19,Outras etiologias,6,0,5,0,5
2008,20,Doença meningocócica,1,1,1,1,0
2008,20,Meningite fúngica,1,1,1,0,1
2008,20,Meningite não especificada,3,3,3,0,3
2008,20,Meningite pneumocócica,3,3,3,0,3
2008,20,Meningite viral/asséptica,3,3,3,0,3
2008,20,Outras etiologias,1,0,1,0,0
2008,21,Meningite não especificada,3,3,3,0,3
2008,21,Outras etiologias,2,0,2,0,1
2008,22,Meningite não especificada,1,1,1,0,0
2008,22,Meningite pneumocócica,1,1,1,0,1
2008,22,Meningite viral/asséptica,2,2,2,0,2
2008,22,Outras etiologias,2,0,2,0,2
2008,23,Meningite bacteriana/outras bactérias,1,1,1,0,0
2008,23,Meningite não especificada,2,2,2,0,2
2008,23,Meningite pneumocócica,1,1,1,0,1
2008,23,Outras etiologias,2,0,2,0,2
2008,24,Meningite não especificada,4,4,4,0,3
2008,24,Meningite tuberculosa,1,1,1,0,1
2008,24,Meningite viral/asséptica,3,3,3,0,3
2008,24,Outras etiologias,3,0,3,0,1
2008,25,Meningite não especificada,1,1,1,0,0
2008,25,Meningite viral/asséptica,2,2,2,0,1
2008,25,Outras etiologias,5,0,5,0,5
2008,26,Doença meningocócica,1,1,1,0,1
2008,26,Meningite não especificada,3,3,3,0,3
2008,26,Meningite pneumocócica,1,1,1,0,1
2008,26,Meningite viral/asséptica,1,1,1,0,1
2008,26,Outras etiologias,5,0,4,0,1
2008,27,Meningite fúngica,1,1,1,0,1
2008,27,Meningite não especificada,3,3,3,0,3
2008,27,Meningite pneumocócica,1,1,1,1,0
2008,27,Meningite viral/asséptica,6,6,6,0,6
2008,27,Outras etiologias,4,0,4,0,2
2008,28,Meningite bacteriana/outras bactérias,3,3,3,0,2
2008,28,Meningite não especificada,2,2,2,0,2
2008,28,Meningite pneumocócica,3,3,3,1,2
2008,28,Outras etiologias,4,0,3,0,2
2008,29,Meningite bacteriana/outras bactérias,1,1,1,0,1
2008,29,Meningite não especificada,3,3,3,0,2
2008,29,Meningite pneumocócica,1,1,1,0,1
2008,29,Outras etiologias,5,1,4,0,4
2008,30,Meningite fúngica,1,1,1,0,0
2008,30,Meningite não especificada,1,1,1,0,1
2008,30,Meningite pneumocócica,1,1,1,0,1
2008,30,Meningite viral/asséptica,3,3,3,0,2
2008,30,Outras etiologias,5,0,5,0,4
2008,31,Meningite fúngica,1,1,1,0,0
2008,31,Outras etiologias,2,0,2,0,1
2008,32,Meningite bacteriana/outras bactérias,2,2,2,0,2
2008,32,Meningite fúngica,1,1,1,0,0
2008,32,Meningite viral/asséptica,2,2,2,0,2
2008,32,Outras etiologias,8,0,6,0,6
2008,33,Meningite bacteriana/outras bactérias,1,1,1,0,1
2008,33,Meningite não especificada,1,1,1,0,1
2008,33,Outras etiologias,3,1,1,0,2
2008,34,Outras etiologias,4,0,3,0,4
2008,35,Meningite bacteriana/outras bactérias,1,1,1,0,1
2008,35,Meningite não especificada,1,1,1,0,1
2008,35,Meningite viral/asséptica,1,1,1,0,0
2008,35,Outras etiologias,2,0,2,0,2
2008,36,Meningite bacteriana/outras bactérias,1,1,1,0,0
2008,36,Meningite fúngica,1,1,1,0,0
2008,36,Meningite não especificada,1,1,1,0,1
2008,36,Meningite viral/asséptica,1,1,1,0,0
2008,36,Outras etiologias,5,0,5,0,1
2008,37,Meningite bacteriana/outras bactérias,2,2,2,0,2
2008,37,Meningite não especificada,1,1,1,1,0
2008,37,Outras etiologias,6,1,3,0,1
2008,38,Meningite bacteriana/outras bactérias,3,3,3,0,2
2008,38,Meningite fúngica,1,1,1,0,1
2008,38,Meningite viral/asséptica,1,1,1,0,1
2008,38,Outras etiologias,2,0,2,0,2
2008,39,Meningite bacteriana/outras bactérias,1,1,1,0,1
2008,39,Meningite fúngica,1,1,1,0,1
2008,39,Meningite não especificada,1,1,1,0,1
2008,39,Meningite viral/asséptica,3,3,3,0,3
2008,39,Outras etiologias,4,1,4,0,1
2008,40,Meningite fúngica,1,1,1,0,1
2008,40,Meningite não especificada,1,1,1,0,1
2008,40,Meningite pneumocócica,1,1,1,0,1
2008,40,Outras etiologias,4,0,2,0,0
2008,41,Meningite pneumocócica,1,1,1,0,1
2008,41,Meningite viral/asséptica,4,4,4,0,4
2008,41,Outras etiologias,1,0,0,0,0
2008,42,Meningite não especificada,5,5,5,0,5
2008,42,Meningite viral/asséptica,1,1,1,0,1
2008,42,Outras etiologias,2,0,1,0,0
2008,43,Doença meningocócica,1,1,1,0,1
2008,43,Meningite não especificada,3,3,3,0,3
2008,43,Outras etiologias,1,0,1,0,0
2008,44,Meningite viral/asséptica,1,1,1,0,1
2008,44,Outras etiologias,1,0,1,0,0
2008,45,Meningite não especificada,1,1,1,0,1
2008,45,Meningite viral/asséptica,1,1,1,0,1
2008,45,Outras etiologias,1,0,0,0,0
2008,46,Meningite bacteriana/outras bactérias,2,2,2,0,2
2008,46,Meningite fúngica,1,1,1,1,0
2008,46,Meningite não especificada,2,2,2,0,2
2008,46,Meningite pneumocócica,1,1,1,0,1
2008,46,Meningite viral/asséptica,1,1,1,0,1
2008,46,Outras etiologias,3,0,3,0,0
2008,47,Meningite bacteriana/outras bactérias,2,2,2,0,1
2008,47,Meningite não especificada,2,2,2,0,1
2008,47,Meningite viral/asséptica,1,1,1,0,1
2008,47,Outras etiologias,1,0,1,0,0
2008,48,Doença meningocócica,1,1,1,1,0
2008,48,Meningite não especificada,6,6,6,0,4
2008,48,Outras etiologias,3,0,2,0,0
2008,49,Meningite fúngica,1,1,1,0,1
2008,49,Meningite não especificada,1,1,1,0,1
2008,49,Outras etiologias,2,0,2,0,0
2008,50,Doença meningocócica,1,1,1,0,1
2008,50,Meningite fúngica,2,2,2,0,1
2008,50,Meningite não especificada,2,2,2,0,2
2008,50,Meningite viral/asséptica,1,1,1,0,1
2008,50,Outras etiologias,4,0,4,0,1
2008,51,Meningite viral/asséptica,3,3,3,0,2
2008,51,Outras etiologias,2,1,2,1,0
2008,52,Meningite viral/asséptica,1,1,1,0,1
2008,52,Outras etiologias,3,0,2,0,1
2009,1,Meningite não especificada,3,3,3,0,3
2009,1,Outras etiologias,3,0,2,0,0
2009,2,Doença meningocócica,1,1,1,1,0
2009,2,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,2,Meningite não especificada,1,1,1,0,1
2009,2,Outras etiologias,3,1,3,0,1
2009,3,Doença meningocócica,1,1,1,0,1
2009,3,Meningite bacteriana/outras bactérias,2,2,2,0,2
2009,3,Meningite fúngica,1,1,1,0,1
2009,3,Meningite não especificada,3,3,3,0,2
2009,3,Outras etiologias,2,0,2,0,1
2009,4,Doença meningocócica,1,1,1,0,1
2009,4,Meningite não especificada,2,2,2,0,2
2009,4,Meningite pneumocócica,1,1,1,0,1
2009,4,Meningite viral/asséptica,1,1,1,0,1
2009,4,Outras etiologias,9,0,7,0,1
2009,5,Doença meningocócica,1,1,1,0,1
2009,5,Meningite não especificada,1,1,1,0,1
2009,5,Meningite viral/asséptica,1,1,1,0,1
2009,5,Outras etiologias,2,1,1,0,0
2009,6,Meningite não especificada,1,1,1,1,0
2009,6,Meningite viral/asséptica,1,1,1,0,1
2009,6,Outras etiologias,2,0,1,0,0
2009,7,Meningite bacteriana/outras bactérias,2,2,2,0,2
2009,7,Meningite fúngica,1,1,1,0,1
2009,7,Meningite não especificada,3,3,3,0,3
2009,7,Meningite pneumocócica,1,1,1,0,1
2009,7,Outras etiologias,1,0,1,0,0
2009,8,Meningite não especificada,3,3,3,0,2
2009,8,Meningite viral/asséptica,1,1,1,0,1
2009,8,Outras etiologias,4,0,2,0,0
2009,9,Meningite bacteriana/outras bactérias,1,1,1,0,0
2009,9,Meningite viral/asséptica,1,1,1,0,1
2009,9,Outras etiologias,1,0,1,0,0
2009,10,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,10,Meningite não especificada,3,3,2,0,2
2009,10,Meningite pneumocócica,1,1,1,0,1
2009,10,Outras etiologias,4,1,4,0,2
2009,11,Meningite bacteriana/outras bactérias,2,2,2,0,2
2009,11,Meningite fúngica,1,1,1,0,1
2009,11,Meningite não especificada,1,1,1,0,1
2009,11,Outras etiologias,5,0,4,0,3
2009,12,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,12,Meningite não especificada,1,1,1,0,1
2009,12,Meningite pneumocócica,2,2,2,0,2
2009,12,Meningite viral/asséptica,1,1,1,0,0
2009,12,Outras etiologias,6,1,4,0,3
2009,13,Doença meningocócica,1,1,1,0,1
2009,13,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,13,Meningite não especificada,1,1,1,0,1
2009,13,Meningite viral/asséptica,2,2,2,0,2
2009,13,Outras etiologias,4,1,4,0,1
2009,14,Doença meningocócica,1,1,1,0,1
2009,14,Meningite não especificada,2,2,2,0,2
2009,14,Meningite viral/asséptica,1,1,1,0,1
2009,14,Outras etiologias,10,0,8,0,3
2009,15,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,15,Meningite não especificada,2,2,2,0,2
2009,15,Outras etiologias,4,1,3,0,1
2009,16,Doença meningocócica,1,1,1,0,1
2009,16,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,16,Meningite viral/asséptica,2,2,2,0,2
2009,16,Outras etiologias,3,0,3,0,1
2009,17,Meningite não especificada,2,2,2,1,1
2009,17,Meningite viral/asséptica,1,1,1,0,1
2009,17,Outras etiologias,2,0,2,0,1
2009,18,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,18,Meningite não especificada,3,3,3,0,2
2009,18,Outras etiologias,1,0,1,0,0
2009,19,Doença meningocócica,1,1,1,1,0
2009,19,Meningite não especificada,1,1,0,0,1
2009,19,Meningite tuberculosa,1,1,1,0,0
2009,19,Outras etiologias,3,0,3,0,0
2009,20,Meningite bacteriana/outras bactérias,2,2,2,0,2
2009,20,Meningite viral/asséptica,1,1,1,0,1
2009,20,Outras etiologias,3,1,3,0,2
2009,21,Meningite bacteriana/outras bactérias,1,1,1,1,0
2009,21,Meningite não especificada,1,1,1,1,0
2009,21,Outras etiologias,8,1,6,1,1
2009,22,Doença meningocócica,1,1,1,0,0
2009,22,Meningite pneumocócica,1,1,1,0,1
2009,22,Outras etiologias,4,1,2,1,1
2009,23,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,23,Meningite não especificada,3,3,3,0,3
2009,23,Outras etiologias,5,0,3,0,0
2009,24,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,24,Meningite não especificada,3,3,3,0,3
2009,24,Meningite viral/asséptica,2,2,2,0,2
2009,24,Outras etiologias,6,0,5,0,0
2009,25,Meningite bacteriana/outras bactérias,2,2,2,0,1
2009,25,Meningite não especificada,3,3,3,0,2
2009,25,Meningite viral/asséptica,2,2,2,0,2
2009,25,Outras etiologias,6,0,4,0,0
2009,26,Meningite viral/asséptica,1,1,1,0,1
2009,27,Doença meningocócica,1,1,1,1,0
2009,27,Meningite bacteriana/outras bactérias,3,3,3,2,1
2009,27,Meningite não especificada,2,2,2,0,2
2009,27,Meningite viral/asséptica,1,1,1,0,1
2009,27,Outras etiologias,3,0,3,0,0
2009,28,Meningite bacteriana/outras bactérias,2,2,1,1,1
2009,28,Outras etiologias,2,1,2,1,0
2009,29,Meningite não especificada,2,2,2,1,1
2009,29,Meningite viral/asséptica,1,1,1,0,1
2009,29,Outras etiologias,1,0,1,0,0
2009,30,Doença meningocócica,1,1,1,0,0
2009,30,Meningite não especificada,1,1,1,1,0
2009,30,Meningite pneumocócica,1,1,1,0,1
2009,30,Outras etiologias,1,0,1,0,0
2009,31,Doença meningocócica,4,4,4,2,2
2009,31,Meningite fúngica,1,1,1,0,1
2009,31,Meningite não especificada,6,6,6,0,6
2009,31,Meningite viral/asséptica,1,1,0,0,1
2009,31,Outras etiologias,5,0,3,0,0
2009,32,Doença meningocócica,1,1,1,0,0
2009,32,Meningite bacteriana/outras bactérias,1,1,1,0,1
2009,32,Meningite fúngica,1,1,1,0,1
2009,32,Meningite não especificada,2,2,1,0,2
2009,32,Meningite pneumocócica,1,1,1,0,1
2009,32,Outras etiologias,1,0,1,0,0
2009,33,Doença meningocócica,2,2,2,1,1
2009,33,Meningite não especificada,1,1,1,0,0
2009,33,Meningite pneumocócica,3,3,3,1,2
2009,33,Outras etiologias,4,0,3,0,1
2009,34,Meningite não especificada,1,1,1,0,0
2009,34,Meningite viral/asséptica,2,2,2,0,2
2009,34,Outras etiologias,3,0,3,0,1
