Cód.IBGE_6,Cód.IBGE_7,UF,Município,2020,2021,2022,2023,2024,2025
421835,4218350,SC,Treviso,3'966,4'002,3'782,3'870,3'895,3'920
421840,4218400,SC,Treze de Maio,7'093,7'104,7'362,7'558,7'585,7'633
421850,4218509,SC,Treze Tílias,7'991,8'138,8'787,9'081,9'308,9'531
421860,4218608,SC,Trombudo Central,7'434,7'506,7'274,7'491,7'532,7'599
421870,4218707,SC,Tubarão,106'422,107'143,110'088,114'422,115'495,116'725
421875,4218756,SC,Tunápolis,4'525,4'507,4'916,5'051,5'054,5'081
421880,4218806,SC,Turvo,12'990,13'080,13'043,13'410,13'492,13'604
421885,4218855,SC,União do Oeste,2'412,2'364,2'774,2'777,2'801,2'791
421890,4218905,SC,Urubici,11'273,11'311,10'834,11'066,11'048,11'064
421895,4218954,SC,Urupema,2'459,2'453,2'656,2'701,2'735,2'751
421900,4219002,SC,Urussanga,21'344,21'419,20'919,21'379,21'395,21'464
421910,4219101,SC,Vargeão,3'571,3'569,3'634,3'690,3'716,3'726
421915,4219150,SC,Vargem,2'432,2'387,2'627,2'608,2'632,2'613
421917,4219176,SC,Vargem Bonita,4'451,4'411,4'576,4'621,4'615,4'597
421920,4219200,SC,Vidal Ramos,6'329,6'321,6'189,6'284,6'275,6'266
421930,4219309,SC,Videira,53'610,54'145,55'466,57'636,58'299,59'074
421935,4219358,SC,Vitor Meireles,4'943,4'907,5'370,5'488,5'492,5'507
421940,4219408,SC,Witmarsum,3'998,4'032,4'255,4'381,4'451,4'513
421950,4219507,SC,Xanxerê,51'642,52'290,51'607,53'550,54'194,54'891
421960,4219606,SC,Xavantina,3'903,3'873,3'653,3'646,3'627,3'583
421970,4219705,SC,Xaxim,28'983,29'254,31'918,33'318,33'902,34'485
421985,4219853,SC,Zortéa,3'398,3'432,3'930,4'069,4'170,4'257
422000,4220000,SC,Balneário Rincão,12'946,13'129,15'981,16'737,17'226,17'697
430003,4300034,RS,Aceguá,4'942,4'981,4'170,4'235,4'253,4'251
430005,4300059,RS,Água Santa,3'743,3'738,3'912,3'970,4'000,4'003
430010,4300109,RS,Agudo,16'401,16'344,16'041,16'399,16'346,16'341
430020,4300208,RS,Ajuricaba,6'987,6'951,6'720,6'882,6'848,6'843
430030,4300307,RS,Alecrim,5'827,5'710,6'123,6'294,6'228,6'219
430040,4300406,RS,Alegrete,73'028,72'493,72'409,74'795,74'329,74'285
430045,4300455,RS,Alegria,3'374,3'287,3'651,3'743,3'711,3'705
430047,4300471,RS,Almirante Tamandaré do Sul,1'949,1'935,1'969,1'989,2'008,2'007
430050,4300505,RS,Alpestre,6'067,5'885,7'117,7'311,7'243,7'235
430055,4300554,RS,Alto Alegre,1'613,1'590,1'800,1'816,1'837,1'837
430057,4300570,RS,Alto Feliz,3'036,3'043,3'072,3'101,3'143,3'145
430060,4300604,RS,Alvorada,211'352,212'352,187'315,195'035,194'116,194'062
430063,4300638,RS,Amaral Ferrador,7'085,7'136,5'310,5'455,5'394,5'384
430064,4300646,RS,Ametista do Sul,7'403,7'396,7'650,7'792,7'822,7'826
430066,4300661,RS,André da Rocha,1'343,1'351,1'135,1'129,1'157,1'156
430070,4300703,RS,Anta Gorda,5'961,5'941,5'957,6'072,6'080,6'080
430080,4300802,RS,Antônio Prado,13'045,13'041,13'045,13'319,13'328,13'332
430085,4300851,RS,Arambaré,3'562,3'544,4'112,4'176,4'211,4'215
430087,4300877,RS,Araricá,5'771,5'840,8'525,8'487,8'794,8'831
430090,4300901,RS,Aratiba,6'189,6'145,6'483,6'627,6'618,6'618
430100,4301008,RS,Arroio do Meio,20'967,21'121,21'958,22'217,22'490,22'523
430105,4301057,RS,Arroio do Sal,10'279,10'483,11'057,11'115,11'384,11'418
430107,4301073,RS,Arroio do Padre,2'951,2'966,2'599,2'638,2'651,2'650
430110,4301107,RS,Arroio dos Ratos,14'177,14'201,14'601,14'856,14'923,14'934
430120,4301206,RS,Arroio do Tigre,13'413,13'452,12'058,12'356,12'296,12'291
430130,4301305,RS,Arroio Grande,18'238,18'185,17'558,17'955,17'887,17'879
430140,4301404,RS,Arvorezinha,10'423,10'422,10'322,10'540,10'545,10'547
430150,4301503,RS,Augusto Pestana,6'602,6'545,7'149,7'304,7'302,7'303
430155,4301552,RS,Áurea,3'535,3'517,3'396,3'460,3'460,3'458
430160,4301602,RS,Bagé,121'335,121'518,117'938,121'898,121'900,121'928
430163,4301636,RS,Balneário Pinhal,14'363,14'645,14'955,15'056,15'371,15'413
430165,4301651,RS,Barão,6'202,6'232,6'461,6'425,6'489,6'496
430170,4301701,RS,Barão de Cotegipe,6'620,6'616,7'144,7'262,7'313,7'320
430175,4301750,RS,Barão do Triunfo,7'519,7'550,5'889,6'047,5'983,5'972
430180,4301800,RS,Barracão,5'256,5'237,4'831,4'950,4'920,4'915
430185,4301859,RS,Barra do Guarita,3'257,3'266,3'161,3'192,3'230,3'231
430187,4301875,RS,Barra do Quaraí,4'227,4'238,4'241,4'295,4'337,4'340
430190,4301909,RS,Barra do Ribeiro,13'556,13'618,12'225,12'510,12'475,12'473
430192,4301925,RS,Barra do Rio Azul,1'655,1'621,1'696,1'715,1'724,1'721
430195,4301958,RS,Barra Funda,2'551,2'563,2'498,2'519,2'555,2'557
430200,4302006,RS,Barros Cassal,11'182,11'167,9'296,9'568,9'442,9'425
430205,4302055,RS,Benjamin Constant do Sul,1'958,1'924,2'082,2'096,2'120,2'118
430210,4302105,RS,Bento Gonçalves,121'803,123'090,123'151,126'114,127'775,127'977
430215,4302154,RS,Boa Vista das Missões,2'092,2'087,1'933,1'952,1'969,1'968
430220,4302204,RS,Boa Vista do Buricá,6'712,6'712,6'966,7'098,7'125,7'129
430222,4302220,RS,Boa Vista do Cadeado,2'468,2'466,2'229,2'258,2'271,2'269
430223,4302238,RS,Boa Vista do Incra,2'616,2'628,2'271,2'297,2'315,2'314
430225,4302253,RS,Boa Vista do Sul,2'778,2'773,2'779,2'792,2'815,2'815
430230,4302303,RS,Bom Jesus,11'309,11'270,11'202,11'421,11'431,11'429
430235,4302352,RS,Bom Princípio,14'255,14'446,13'142,13'543,13'650,13'665
430237,4302378,RS,Bom Progresso,1'899,1'858,2'096,2'114,2'134,2'132
430240,4302402,RS,Bom Retiro do Sul,12'390,12'448,12'294,12'511,12'578,12'587
430245,4302451,RS,Boqueirão do Leão,7'702,7'691,6'247,6'290,6'215,6'202
430250,4302501,RS,Bossoroca,6'205,6'135,5'890,6'037,5'988,5'978
430258,4302584,RS,Bozano,2'111,2'099,2'151,2'176,2'195,2'195
430260,4302600,RS,Braga,3'311,3'271,3'268,3'325,3'326,3'322
430265,4302659,RS,Brochier,5'104,5'132,4'966,5'047,5'079,5'083
430270,4302709,RS,Butiá,20'952,20'963,19'084,19'557,19'433,19'421
430280,4302808,RS,Caçapava do Sul,33'548,33'476,32'515,33'623,33'508,33'501
430290,4302907,RS,Cacequi,12'423,12'291,11'157,11'469,11'324,11'300
430300,4303004,RS,Cachoeira do Sul,81'869,81'552,80'070,82'563,82'250,82'222
430310,4303103,RS,Cachoeirinha,131'240,132'144,136'258,139'719,141'303,141'503
430320,4303202,RS,Cacique Doble,5'074,5'083,4'603,4'707,4'694,4'692
430330,4303301,RS,Caibaté,4'823,4'802,4'704,4'808,4'797,4'795
430340,4303400,RS,Caiçara,4'700,4'659,4'836,4'941,4'933,4'931
430350,4303509,RS,Camaquã,66'478,66'686,62'200,64'097,63'959,63'961
430355,4303558,RS,Camargo,2'742,2'750,2'981,2'999,3'056,3'060
430360,4303608,RS,Cambará do Sul,6'406,6'383,6'361,6'482,6'492,6'490
430367,4303673,RS,Campestre da Serra,3'395,3'402,3'242,3'288,3'311,3'311
430370,4303707,RS,Campina das Missões,5'398,5'325,5'882,6'018,6'001,5'999
430380,4303806,RS,Campinas do Sul,5'438,5'422,5'284,5'396,5'390,5'388
430390,4303905,RS,Campo Bom,69'458,69'981,62'886,64'734,64'704,64'719
430400,4304002,RS,Campo Novo,4'376,4'273,4'975,5'077,5'068,5'063
430410,4304101,RS,Campos Borges,3'295,3'272,3'613,3'684,3'693,3'695
430420,4304200,RS,Candelária,31'421,31'475,28'906,29'893,29'783,29'775
430430,4304309,RS,Cândido Godói,6'151,6'106,6'294,6'438,6'421,6'419
430435,4304358,RS,Candiota,9'647,9'707,10'710,10'881,10'992,11'012
430440,4304408,RS,Canela,45'488,45'957,48'946,49'757,50'613,50'715
430450,4304507,RS,Canguçu,56'211,56'370,49'680,51'334,50'998,50'968
430460,4304606,RS,Canoas,348'208,349'728,347'657,357'869,359'554,359'840
430461,4304614,RS,Canudos do Vale,1'705,1'693,1'656,1'671,1'687,1'686
430462,4304622,RS,Capão Bonito do Sul,1'641,1'628,1'733,1'741,1'769,1'769
430463,4304630,RS,Capão da Canoa,54'051,55'009,63'594,63'986,66'012,66'234
430465,4304655,RS,Capão do Cipó,3'699,3'745,3'119,3'163,3'186,3'187
430466,4304663,RS,Capão do Leão,25'409,25'462,26'487,27'220,27'389,27'416
430467,4304671,RS,Capivari do Sul,4'728,4'793,3'991,4'045,4'079,4'080
430468,4304689,RS,Capela de Santana,12'064,12'183,11'159,11'373,11'416,11'424
430469,4304697,RS,Capitão,2'763,2'770,2'921,2'946,2'991,2'994
430470,4304705,RS,Carazinho,62'265,62'413,61'804,63'458,63'638,63'670
430471,4304713,RS,Caraá,8'350,8'426,7'394,7'555,7'553,7'555
430480,4304804,RS,Carlos Barbosa,30'241,30'630,30'420,31'102,31'528,31'585
430485,4304853,RS,Carlos Gomes,1'351,1'327,1'368,1'378,1'387,1'384
430490,4304903,RS,Casca,9'051,9'070,9'465,9'609,9'689,9'698
430495,4304952,RS,Caseiros,3'216,3'228,3'000,3'038,3'064,3'064
430500,4305009,RS,Catuípe,8'701,8'631,8'674,8'893,8'840,8'834
430510,4305108,RS,Caxias do Sul,517'451,523'716,463'501,477'390,479'256,479'599
430511,4305116,RS,Centenário,2'877,2'865,2'721,2'777,2'779,2'777
430512,4305124,RS,Cerrito,6'047,6'005,5'808,5'942,5'915,5'910
430513,4305132,RS,Cerro Branco,4'706,4'720,3'802,3'894,3'865,3'859
430515,4305157,RS,Cerro Grande,2'296,2'281,2'379,2'403,2'429,2'428
430517,4305173,RS,Cerro Grande do Sul,12'413,12'579,9'178,9'436,9'343,9'333
430520,4305207,RS,Cerro Largo,14'189,14'243,13'705,13'984,14'009,14'014
430530,4305306,RS,Chapada,9'239,9'211,9'540,9'733,9'748,9'751
430535,4305355,RS,Charqueadas,41'258,41'705,35'012,36'135,36'109,36'110
430537,4305371,RS,Charrua,3'252,3'228,2'768,2'817,2'807,2'800
430540,4305405,RS,Chiapetta,3'719,3'684,3'913,3'974,3'992,3'991
430543,4305439,RS,Chuí,6'770,6'832,6'262,6'387,6'405,6'409
430544,4305447,RS,Chuvisca,5'480,5'518,4'597,4'706,4'686,4'682
430545,4305454,RS,Cidreira,16'583,16'897,17'071,17'178,17'538,17'583
430550,4305504,RS,Ciríaco,4'719,4'693,4'149,4'246,4'215,4'208
430558,4305587,RS,Colinas,2'469,2'466,2'423,2'453,2'474,2'474
430560,4305603,RS,Colorado,3'130,3'088,3'258,3'320,3'319,3'316
430570,4305702,RS,Condor,6'759,6'766,6'406,6'543,6'539,6'538
430580,4305801,RS,Constantina,9'907,9'903,10'385,10'568,10'623,10'631
430583,4305835,RS,Coqueiro Baixo,1'495,1'490,1'290,1'310,1'311,1'308
430585,4305850,RS,Coqueiros do Sul,2'286,2'267,2'211,2'240,2'251,2'248
430587,4305871,RS,Coronel Barros,2'520,2'521,2'822,2'853,2'892,2'896
430590,4305900,RS,Coronel Bicaco,7'268,7'213,6'144,6'298,6'230,6'214
430593,4305934,RS,Coronel Pilar,1'614,1'602,1'607,1'626,1'638,1'637
430595,4305959,RS,Cotiporã,3'838,3'824,3'846,3'917,3'926,3'926
430597,4305975,RS,Coxilha,2'743,2'731,2'667,2'701,2'719,2'718
430600,4306007,RS,Crissiumal,13'357,13'269,12'886,13'224,13'127,13'116
430605,4306056,RS,Cristal,8'067,8'121,7'299,7'458,7'454,7'455
430607,4306072,RS,Cristal do Sul,2'844,2'840,2'692,2'744,2'746,2'745
430610,4306106,RS,Cruz Alta,59'922,59'561,58'913,60'747,60'486,60'454
430613,4306130,RS,Cruzaltense,1'799,1'765,1'635,1'654,1'655,1'650
430620,4306205,RS,Cruzeiro do Sul,12'402,12'457,11'600,12'566,12'571,12'574
430630,4306304,RS,David Canabarro,4'736,4'732,4'321,4'424,4'403,4'400
430632,4306320,RS,Derrubadas,2'761,2'718,2'751,2'798,2'797,2'793
430635,4306353,RS,Dezesseis de Novembro,2'378,2'331,2'507,2'542,2'544,2'540
430637,4306379,RS,Dilermando de Aguiar,3'002,2'991,2'806,2'861,2'859,2'856
430640,4306403,RS,Dois Irmãos,33'119,33'547,30'709,31'545,31'769,31'804
430642,4306429,RS,Dois Irmãos das Missões,2'008,1'992,2'090,2'099,2'133,2'132
430645,4306452,RS,Dois Lajeados,3'405,3'410,3'097,3'137,3'158,3'156
430650,4306502,RS,Dom Feliciano,15'487,15'556,13'051,13'411,13'291,13'280
430655,4306551,RS,Dom Pedro de Alcântara,2'527,2'520,2'562,2'587,2'617,2'617
430660,4306601,RS,Dom Pedrito,38'339,38'222,36'981,38'258,38'094,38'080
430670,4306700,RS,Dona Francisca,2'999,2'958,3'079,3'126,3'136,3'133
430673,4306734,RS,Doutor Maurício Cardoso,4'462,4'380,4'470,4'583,4'542,4'534
430675,4306759,RS,Doutor Ricardo,1'975,1'967,1'888,1'908,1'925,1'924
430676,4306767,RS,Eldorado do Sul,41'902,42'490,39'559,40'553,40'954,41'012
430680,4306809,RS,Encantado,22'880,23'047,22'962,23'303,23'494,23'520
430690,4306908,RS,Encruzilhada do Sul,25'960,26'039,23'819,24'362,24'280,24'275
430692,4306924,RS,Engenho Velho,982,932,1'296,1'297,1'317,1'315
430693,4306932,RS,Entre-Ijuís,8'411,8'350,9'158,9'352,9'364,9'367
430695,4306957,RS,Entre Rios do Sul,2'758,2'724,2'685,2'727,2'731,2'727
430697,4306973,RS,Erebango,2'982,2'978,3'054,3'073,3'121,3'122
430700,4307005,RS,Erechim,106'633,107'368,105'705,108'730,109'497,109'609
430705,4307054,RS,Ernestina,3'170,3'171,3'034,3'084,3'097,3'097
430710,4307104,RS,Herval,6'814,6'807,6'191,6'329,6'307,6'302
430720,4307203,RS,Erval Grande,4'819,4'780,4'930,5'037,5'029,5'027
430730,4307302,RS,Erval Seco,6'802,6'697,6'787,6'959,6'902,6'892
430740,4307401,RS,Esmeralda,3'287,3'291,3'195,3'228,3'264,3'264
430745,4307450,RS,Esperança do Sul,2'885,2'846,3'226,3'284,3'294,3'293
430750,4307500,RS,Espumoso,15'591,15'594,15'173,15'501,15'478,15'478
430755,4307559,RS,Estação,5'940,5'924,5'582,5'707,5'688,5'685
430760,4307609,RS,Estância Velha,50'672,51'292,47'924,49'040,49'440,49'499
430770,4307708,RS,Esteio,83'279,83'352,76'137,78'686,78'181,78'144
430780,4307807,RS,Estrela,34'399,34'669,32'183,33'119,33'243,33'263
430781,4307815,RS,Estrela Velha,3'650,3'646,3'070,3'120,3'120,3'115
430783,4307831,RS,Eugênio de Castro,2'352,2'310,2'633,2'660,2'685,2'683
430786,4307864,RS,Fagundes Varela,2'741,2'750,2'566,2'593,2'620,2'620
430790,4307906,RS,Farroupilha,73'061,73'758,70'286,71'975,72'477,72'552
430800,4308003,RS,Faxinal do Soturno,6'663,6'651,6'702,6'848,6'846,6'846
430805,4308052,RS,Faxinalzinho,2'284,2'256,2'520,2'545,2'572,2'572
430807,4308078,RS,Fazenda Vilanova,4'608,4'680,4'291,4'340,4'399,4'405
430810,4308102,RS,Feliz,13'640,13'728,13'764,13'874,13'979,13'994
430820,4308201,RS,Flores da Cunha,31'063,31'352,30'892,31'679,31'973,32'015
430825,4308250,RS,Floriano Peixoto,1'737,1'709,1'668,1'688,1'694,1'690
430830,4308300,RS,Fontoura Xavier,10'241,10'181,9'550,9'804,9'721,9'710
430840,4308409,RS,Formigueiro,6'616,6'569,6'413,6'568,6'533,6'527
430843,4308433,RS,Forquetinha,2'400,2'389,2'393,2'426,2'441,2'441
430845,4308458,RS,Fortaleza dos Valos,4'285,4'252,4'477,4'562,4'569,4'569
430850,4308508,RS,Frederico Westphalen,31'498,31'675,32'627,33'360,33'684,33'726
430860,4308607,RS,Garibaldi,35'440,35'794,34'335,35'215,35'522,35'563
430865,4308656,RS,Garruchos,2'886,2'851,2'688,2'739,2'729,2'724
430870,4308706,RS,Gaurama,5'489,5'447,5'665,5'789,5'780,5'779
430880,4308805,RS,General Câmara,8'361,8'339,7'612,7'801,7'751,7'743
430885,4308854,RS,Gentil,1'626,1'619,1'744,1'738,1'783,1'784
430890,4308904,RS,Getúlio Vargas,16'184,16'158,16'602,16'928,16'950,16'955
430900,4309001,RS,Giruá,15'863,15'729,16'013,16'359,16'282,16'273
430905,4309050,RS,Glorinha,8'204,8'304,7'658,7'779,7'842,7'851
430910,4309100,RS,Gramado,36'555,36'864,40'134,40'953,41'621,41'705
430912,4309126,RS,Gramado dos Loureiros,2'058,2'036,2'014,2'039,2'049,2'047
430915,4309159,RS,Gramado Xavier,4'352,4'378,3'304,3'367,3'356,3'350
430920,4309209,RS,Gravataí,283'620,285'564,265'074,274'846,275'294,275'430
430925,4309258,RS,Guabiju,1'490,1'478,1'417,1'426,1'442,1'441
430930,4309308,RS,Guaíba,98'239,98'331,92'924,96'305,95'956,95'946
430940,4309407,RS,Guaporé,25'968,26'199,25'268,25'916,26'138,26'168
430950,4309506,RS,Guarani das Missões,7'463,7'393,7'415,7'608,7'553,7'547
430955,4309555,RS,Harmonia,4'917,4'967,5'378,5'419,5'524,5'535
430957,4309571,RS,Herveiras,3'019,3'019,2'565,2'594,2'608,2'604
430960,4309605,RS,Horizontina,19'389,19'446,18'851,19'222,19'246,19'252
430965,4309654,RS,Hulha Negra,6'836,6'894,5'976,6'099,6'102,6'102
430970,4309704,RS,Humaitá,4'736,4'712,4'681,4'784,4'774,4'772
430975,4309753,RS,Ibarama,4'399,4'393,3'732,3'818,3'793,3'787
430980,4309803,RS,Ibiaçá,4'699,4'690,4'527,4'622,4'618,4'617
430990,4309902,RS,Ibiraiaras,7'265,7'267,6'776,6'848,6'830,6'827
430995,4309951,RS,Ibirapuitã,4'000,3'988,3'723,3'785,3'793,3'789
431000,4310009,RS,Ibirubá,20'413,20'474,21'583,21'885,22'082,22'106
431010,4310108,RS,Igrejinha,37'340,37'754,32'808,34'722,34'763,34'776
431020,4310207,RS,Ijuí,83'764,84'041,84'780,87'277,87'775,87'848
431030,4310306,RS,Ilópolis,4'066,4'054,4'157,4'228,4'245,4'245
431033,4310330,RS,Imbé,23'271,23'721,26'824,27'141,27'931,28'027
431036,4310363,RS,Imigrante,3'100,3'103,3'080,3'117,3'148,3'149
431040,4310405,RS,Independência,6'109,6'054,6'427,6'575,6'558,6'557
431041,4310413,RS,Inhacorá,2'215,2'207,2'014,2'031,2'049,2'047
431043,4310439,RS,Ipê,6'689,6'736,5'399,5'512,5'496,5'490
431046,4310462,RS,Ipiranga do Sul,1'880,1'871,1'720,1'740,1'750,1'748
431050,4310504,RS,Iraí,7'141,7'046,7'482,7'656,7'624,7'619
431053,4310538,RS,Itaara,5'537,5'573,5'572,5'673,5'706,5'712
431055,4310553,RS,Itacurubi,3'460,3'456,2'995,3'043,3'042,3'038
431057,4310579,RS,Itapuca,2'065,2'037,1'937,1'955,1'967,1'963
431060,4310603,RS,Itaqui,37'489,37'363,35'768,37'034,36'830,36'811
431065,4310652,RS,Itati,2'397,2'377,2'638,2'660,2'695,2'696
431070,4310702,RS,Itatiba do Sul,3'231,3'143,3'208,3'278,3'249,3'240
431075,4310751,RS,Ivorá,1'881,1'854,1'929,1'960,1'964,1'962
431080,4310801,RS,Ivoti,24'690,25'068,22'983,23'327,23'533,23'566
431085,4310850,RS,Jaboticaba,3'773,3'738,3'779,3'860,3'850,3'847
431087,4310876,RS,Jacuizinho,2'706,2'718,2'040,2'069,2'070,2'066
431090,4310900,RS,Jacutinga,3'546,3'532,3'338,3'397,3'401,3'398
431100,4311007,RS,Jaguarão,26'500,26'327,26'603,27'520,27'406,27'396
431110,4311106,RS,Jaguari,10'765,10'684,10'579,10'856,10'779,10'771
431112,4311122,RS,Jaquirana,3'662,3'611,3'690,3'745,3'755,3'751
431113,4311130,RS,Jari,3'486,3'472,3'349,3'411,3'414,3'412
431115,4311155,RS,Jóia,8'566,8'571,7'184,7'379,7'305,7'294
431120,4311205,RS,Júlio de Castilhos,19'224,19'159,18'226,18'674,18'557,18'545
431123,4311239,RS,Lagoa Bonita do Sul,2'921,2'939,2'251,2'281,2'287,2'283
431125,4311254,RS,Lagoão,6'461,6'469,5'341,5'477,5'429,5'421
431127,4311270,RS,Lagoa dos Três Cantos,1'607,1'604,1'738,1'748,1'779,1'781
431130,4311304,RS,Lagoa Vermelha,27'778,27'751,27'659,28'592,28'617,28'622
431140,4311403,RS,Lajeado,85'033,86'005,93'646,94'954,96'651,96'879
431142,4311429,RS,Lajeado do Bugre,2'566,2'569,2'601,2'627,2'660,2'661
431150,4311502,RS,Lavras do Sul,7'444,7'410,7'157,7'335,7'294,7'290
431160,4311601,RS,Liberato Salzano,5'152,5'087,4'781,4'892,4'854,4'845
431162,4311627,RS,Lindolfo Collor,6'125,6'193,6'248,6'322,6'409,6'420
431164,4311643,RS,Linha Nova,1'719,1'724,1'683,1'700,1'720,1'721
431170,4311700,RS,Machadinho,5'427,5'411,5'735,5'854,5'864,5'867
431171,4311718,RS,Maçambará,4'562,4'539,4'425,4'493,4'487,4'485
431173,4311734,RS,Mampituba,2'973,2'965,3'131,3'170,3'201,3'203
431175,4311759,RS,Manoel Viana,7'307,7'315,6'801,6'935,6'917,6'915
431177,4311775,RS,Maquiné,6'681,6'747,7'418,7'561,7'588,7'593
431179,4311791,RS,Maratá,2'702,2'713,2'470,2'503,2'521,2'521
431180,4311809,RS,Marau,44'858,45'523,45'124,46'027,46'656,46'748
431190,4311908,RS,Marcelino Ramos,4'319,4'239,4'320,4'432,4'389,4'382
431198,4311981,RS,Mariana Pimentel,3'888,3'892,3'916,3'977,4'003,4'005
431200,4312005,RS,Mariano Moro,2'009,1'987,1'858,1'872,1'888,1'884
431205,4312054,RS,Marques de Souza,3'995,3'981,3'969,4'045,4'050,4'050
431210,4312104,RS,Mata,4'797,4'760,4'698,4'814,4'786,4'782
431213,4312138,RS,Mato Castelhano,2'542,2'543,2'553,2'576,2'610,2'611
431215,4312153,RS,Mato Leitão,4'573,4'627,4'859,4'911,4'990,5'001
431217,4312179,RS,Mato Queimado,1'629,1'611,1'795,1'808,1'833,1'833
431220,4312203,RS,Maximiliano de Almeida,4'314,4'254,4'191,4'292,4'258,4'251
431225,4312252,RS,Minas do Leão,8'103,8'130,7'505,7'652,7'661,7'661
431230,4312302,RS,Miraguaí,4'911,4'899,4'427,4'531,4'506,4'501
431235,4312351,RS,Montauri,1'441,1'430,1'499,1'504,1'530,1'530
431237,4312377,RS,Monte Alegre dos Campos,3'232,3'237,3'180,3'210,3'250,3'251
431238,4312385,RS,Monte Belo do Sul,2'530,2'514,2'557,2'592,2'609,2'608
431240,4312401,RS,Montenegro,65'721,66'157,64'322,65'935,66'295,66'352
431242,4312427,RS,Mormaço,3'113,3'139,2'756,2'795,2'815,2'815
431244,4312443,RS,Morrinhos do Sul,2'919,2'891,3'071,3'123,3'134,3'133
431245,4312450,RS,Morro Redondo,6'589,6'609,6'046,6'188,6'169,6'168
431247,4312476,RS,Morro Reuter,6'513,6'570,6'029,6'131,6'163,6'167
431250,4312500,RS,Mostardas,12'847,12'888,12'090,12'350,12'346,12'347
431260,4312609,RS,Muçum,4'961,4'967,4'601,4'690,4'694,4'692
431261,4312617,RS,Muitos Capões,3'173,3'184,2'879,2'909,2'938,2'937
431262,4312625,RS,Muliterno,1'897,1'901,1'721,1'741,1'755,1'754
431265,4312658,RS,Não-Me-Toque,17'758,17'886,17'898,18'139,18'314,18'335
431267,4312674,RS,Nicolau Vergueiro,1'674,1'667,1'932,1'951,1'979,1'982
431270,4312708,RS,Nonoai,11'633,11'574,13'719,13'930,14'056,14'074
431275,4312757,RS,Nova Alvorada,3'663,3'698,3'163,3'210,3'229,3'229
431280,4312807,RS,Nova Araçá,4'826,4'890,4'954,4'997,5'086,5'098
431290,4312906,RS,Nova Bassano,10'005,10'089,9'649,9'801,9'877,9'867
431295,4312955,RS,Nova Boa Vista,1'753,1'731,2'042,2'062,2'088,2'089
431300,4313003,RS,Nova Bréscia,3'337,3'345,3'044,3'096,3'105,3'104
431301,4313011,RS,Nova Candelária,2'688,2'677,3'061,3'096,3'134,3'138
431303,4313037,RS,Nova Esperança do Sul,5'410,5'465,4'865,4'951,4'974,4'976
431306,4313060,RS,Nova Hartz,21'875,22'147,20'088,20'446,20'539,20'558
431308,4313086,RS,Nova Pádua,2'558,2'563,2'343,2'374,2'390,2'389
431310,4313102,RS,Nova Palma,6'515,6'519,5'586,5'719,5'683,5'676
431320,4313201,RS,Nova Petrópolis,21'536,21'717,23'300,23'590,23'889,23'934
431330,4313300,RS,Nova Prata,27'648,28'021,25'692,26'342,26'587,26'637
431333,4313334,RS,Nova Ramada,2'218,2'195,2'163,2'192,2'201,2'198
431335,4313359,RS,Nova Roma do Sul,3'717,3'743,3'466,3'524,3'543,3'545
431337,4313375,RS,Nova Santa Rita,29'905,30'482,29'024,29'556,30'121,30'189
431339,4313391,RS,Novo Cabrais,4'222,4'246,3'568,3'635,3'636,3'633
431340,4313409,RS,Novo Hamburgo,247'032,247'303,227'646,237'158,235'879,235'802
431342,4313425,RS,Novo Machado,3'256,3'191,3'198,3'272,3'246,3'239
431344,4313441,RS,Novo Tiradentes,2'200,2'189,2'146,2'170,2'188,2'187
431346,4313466,RS,Novo Xingu,1'712,1'705,1'646,1'658,1'678,1'677
431349,4313490,RS,Novo Barreiro,4'175,4'185,4'272,4'332,4'371,4'375
431350,4313508,RS,Osório,46'414,46'815,47'396,48'407,48'929,48'999
431360,4313607,RS,Paim Filho,3'778,3'731,3'629,3'714,3'691,3'685
431365,4313656,RS,Palmares do Sul,11'330,11'342,12'844,13'039,13'170,13'189
431370,4313706,RS,Palmeira das Missões,33'131,32'967,33'216,34'338,34'233,34'227
431380,4313805,RS,Palmitinho,7'056,7'056,7'839,7'964,8'032,8'042
431390,4313904,RS,Panambi,44'128,44'583,43'515,44'621,45'042,45'102
431395,4313953,RS,Pantano Grande,9'083,8'995,10'212,10'420,10'438,10'443
431400,4314001,RS,Paraí,7'727,7'793,7'194,7'325,7'357,7'362
431402,4314027,RS,Paraíso do Sul,7'623,7'635,6'519,6'690,6'635,6'627
431403,4314035,RS,Pareci Novo,3'862,3'885,4'319,4'360,4'433,4'441
431405,4314050,RS,Parobé,58'858,59'419,52'058,53'586,53'555,53'569
431406,4314068,RS,Passa Sete,5'747,5'790,3'983,4'081,4'036,4'024
431407,4314076,RS,Passo do Sobrado,6'574,6'612,6'025,6'144,6'154,6'155
431410,4314100,RS,Passo Fundo,204'722,206'103,206'215,212'671,214'564,214'811
431413,4314134,RS,Paulo Bento,2'299,2'303,2'144,2'171,2'188,2'188
431415,4314159,RS,Paverama,8'515,8'541,7'978,8'144,8'146,8'146
431417,4314175,RS,Pedras Altas,1'954,1'928,2'061,2'074,2'100,2'099
431420,4314209,RS,Pedro Osório,7'706,7'683,7'484,7'660,7'634,7'631
431430,4314308,RS,Pejuçara,3'857,3'840,3'745,3'806,3'819,3'817
431440,4314407,RS,Pelotas,343'132,343'826,325'685,336'477,336'131,336'150
